claim_id,page_url,source_claim,parameter_id,environment,claim_type,current_production_statement,evidence_statement,source_registry_ids,decision,decision_reason,production_action,review_date
d44a460c16a5b70a,guides/ph/index.html,"High pool pH causes: CO2 off-gassing, high alkalinity, algae, aeration, SWG systems, and high-pH fill water.",ph,,,"High pool pH causes: CO2 off-gassing, high alkalinity, algae, aeration, SWG systems, and high-pH fill water.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
4acb081a1b1dd231,guides/ph/what-causes-high-pool-ph.html,"Quick Answer The main causes of high pool pH are CO2 off-gassing from the water surface, high total alkalinity (which resists downward correction), aeration from jets or waterfalls, algae growth consuming dissolved CO2, salt water chlorine generators, and fill water that enters with a high pH.",ph,,,"Quick Answer The main causes of high pool pH are CO2 off-gassing from the water surface, high total alkalinity (which resists downward correction), aeration from jets or waterfalls, algae growth consuming dissolved CO2, salt water chlorine generators, and fill water that enters with a high pH.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
8fa2a3835db7241d,guides/ph/what-causes-high-pool-ph.html,CO2 off-gassing is the universal cause of pH rise in all pools High total alkalinity amplifies pH drift and makes correction harder Salt chlorine generators and aeration features accelerate pH rise significantly Lowering TA to 80–90 ppm is the most effective long-term pH stabilizer Pool pH naturally…,ph,,,CO2 off-gassing is the universal cause of pH rise in all pools High total alkalinity amplifies pH drift and makes correction harder Salt chlorine generators and aeration features accelerate pH rise significantly Lowering TA to 80–90 ppm is the most effective long-term pH stabilizer Pool pH naturally…,mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
4031e14f0dada9ba,guides/ph/what-causes-high-pool-ph.html,"Root causes of high pool pH Cause Why it raises pH How to address CO2 off-gassing Dissolved CO2 forms carbonic acid; losing CO2 removes acid Regular acid additions; lower TA Total alkalinity too high TA buffers against acid; pH rebounds after each correction Lower TA to 80–100 ppm first Waterfalls, …",ph,,,"Root causes of high pool pH Cause Why it raises pH How to address CO2 off-gassing Dissolved CO2 forms carbonic acid; losing CO2 removes acid Regular acid additions; lower TA Total alkalinity too high TA buffers against acid; pH rebounds after each correction Lower TA to 80–100 ppm first Waterfalls, …",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
9dee8cd324eeb13a,guides/ph/what-causes-high-pool-ph.html,"Root causes of high pool pH Cause Why it raises pH How to address CO2 off-gassing Dissolved CO2 forms carbonic acid; losing CO2 removes acid Regular acid additions; lower TA Total alkalinity too high TA buffers against acid; pH rebounds after each correction Lower TA to 80–100 ppm first Waterfalls, …",ph,,,"Root causes of high pool pH Cause Why it raises pH How to address CO2 off-gassing Dissolved CO2 forms carbonic acid; losing CO2 removes acid Regular acid additions; lower TA Total alkalinity too high TA buffers against acid; pH rebounds after each correction Lower TA to 80–100 ppm first Waterfalls, …",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
31e599f7d97446c1,guides/ph/what-causes-high-pool-ph.html,"Root causes of high pool pH Cause Why it raises pH How to address CO2 off-gassing Dissolved CO2 forms carbonic acid; losing CO2 removes acid Regular acid additions; lower TA Total alkalinity too high TA buffers against acid; pH rebounds after each correction Lower TA to 80–100 ppm first Waterfalls, …",ph,,,"Root causes of high pool pH Cause Why it raises pH How to address CO2 off-gassing Dissolved CO2 forms carbonic acid; losing CO2 removes acid Regular acid additions; lower TA Total alkalinity too high TA buffers against acid; pH rebounds after each correction Lower TA to 80–100 ppm first Waterfalls, …",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
53731e49e6992cd0,guides/ph/why-pool-ph-keeps-rising.html,"Why Pool pH Keeps Rising Quick Answer Pool pH rises naturally because CO2 constantly off-gasses from the water, which removes the acid that keeps pH stable.",ph,,,"Why Pool pH Keeps Rising Quick Answer Pool pH rises naturally because CO2 constantly off-gasses from the water, which removes the acid that keeps pH stable.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
c28a1873edc63f7b,guides/ph/why-pool-ph-keeps-rising.html,"Causes of rising pool pH Cause How it raises pH Solution CO2 off-gassing CO2 dissolved in water forms carbonic acid; as it escapes, acid is lost Add pH-down periodically High alkalinity TA acts as a pH buffer that resists lowering but accelerates rise Lower TA to 80–100 ppm Aeration (jets, waterfall…",ph,,,"Causes of rising pool pH Cause How it raises pH Solution CO2 off-gassing CO2 dissolved in water forms carbonic acid; as it escapes, acid is lost Add pH-down periodically High alkalinity TA acts as a pH buffer that resists lowering but accelerates rise Lower TA to 80–100 ppm Aeration (jets, waterfall…",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
097ddf6d686fffcd,guides/ph/why-pool-ph-keeps-rising.html,"Causes of rising pool pH Cause How it raises pH Solution CO2 off-gassing CO2 dissolved in water forms carbonic acid; as it escapes, acid is lost Add pH-down periodically High alkalinity TA acts as a pH buffer that resists lowering but accelerates rise Lower TA to 80–100 ppm Aeration (jets, waterfall…",ph,,,"Causes of rising pool pH Cause How it raises pH Solution CO2 off-gassing CO2 dissolved in water forms carbonic acid; as it escapes, acid is lost Add pH-down periodically High alkalinity TA acts as a pH buffer that resists lowering but accelerates rise Lower TA to 80–100 ppm Aeration (jets, waterfall…",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
6c4505b18aed9e30,guides/ph/why-pool-ph-keeps-rising.html,"Rainwater is slightly acidic (pH 5.6–6) and can briefly lower pool pH, but then accelerates CO2 off-gassing as the system equilibrates — often causing a net rise within 24 hours.",ph,,,"Rainwater is slightly acidic (pH 5.6–6) and can briefly lower pool pH, but then accelerates CO2 off-gassing as the system equilibrates — often causing a net rise within 24 hours.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
b265deb7e147fb9b,guides/ph/why-pool-ph-keeps-rising.html,"Rainwater is slightly acidic (pH 5.6–6) and can briefly lower pool pH, but then accelerates CO2 off-gassing as the system equilibrates — often causing a net rise within 24 hours.",ph,,,"Rainwater is slightly acidic (pH 5.6–6) and can briefly lower pool pH, but then accelerates CO2 off-gassing as the system equilibrates — often causing a net rise within 24 hours.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
5e708250fc2f0029,guides/questions/can-rain-affect-pool-chemistry.html,"Rain dilutes all pool water chemistry — FC, pH, TA, and CYA all drop after heavy rain Rainwater (pH 5.5–6.5) is acidic and lowers pool pH significantly in large amounts Organic debris from rain creates immediate chlorine demand Shock after every storm of 1 inch or more to prevent algae growth Direct…",ph,,,"Rain dilutes all pool water chemistry — FC, pH, TA, and CYA all drop after heavy rain Rainwater (pH 5.5–6.5) is acidic and lowers pool pH significantly in large amounts Organic debris from rain creates immediate chlorine demand Shock after every storm of 1 inch or more to prevent algae growth Direct…",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
00d1697719d2d9f2,guides/questions/can-rain-affect-pool-chemistry.html,"Rainwater is slightly acidic (pH 5.5–6.5 typically), and in large volumes significantly lowers pool pH and total alkalinity.",ph,,,"Rainwater is slightly acidic (pH 5.5–6.5 typically), and in large volumes significantly lowers pool pH and total alkalinity.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
3747d5605a41c004,guides/questions/can-rain-affect-pool-chemistry.html,"Common Causes Rain Event Effect on Pool Chemistry Action Needed Light drizzle (<0.5 in) Negligible — minor dilution only Test; likely no major adjustment needed Moderate rain (0.5–1 in) FC drops 10–20%; pH may drop 0.1–0.3 Test FC, pH, TA; small adjustments likely needed Heavy rain (1–3 in) Signific…",free_chlorine,,,"Common Causes Rain Event Effect on Pool Chemistry Action Needed Light drizzle (<0.5 in) Negligible — minor dilution only Test; likely no major adjustment needed Moderate rain (0.5–1 in) FC drops 10–20%; pH may drop 0.1–0.3 Test FC, pH, TA; small adjustments likely needed Heavy rain (1–3 in) Signific…",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
b01d7f87ae90ffc0,guides/questions/can-rain-affect-pool-chemistry.html,"Common Causes Rain Event Effect on Pool Chemistry Action Needed Light drizzle (<0.5 in) Negligible — minor dilution only Test; likely no major adjustment needed Moderate rain (0.5–1 in) FC drops 10–20%; pH may drop 0.1–0.3 Test FC, pH, TA; small adjustments likely needed Heavy rain (1–3 in) Signific…",ph,,,"Common Causes Rain Event Effect on Pool Chemistry Action Needed Light drizzle (<0.5 in) Negligible — minor dilution only Test; likely no major adjustment needed Moderate rain (0.5–1 in) FC drops 10–20%; pH may drop 0.1–0.3 Test FC, pH, TA; small adjustments likely needed Heavy rain (1–3 in) Signific…",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
339f67494edfe920,guides/questions/can-you-swim-after-shocking-a-pool.html,"For algae treatment shocks (10–20 ppm FC), wait 24–48 hours.",free_chlorine,,,"For algae treatment shocks (10–20 ppm FC), wait 24–48 hours.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
643f760245f19138,guides/questions/why-is-my-pool-green-but-chlorine-is-high.html,Even 5 ppm FC at pH 8.0 effectively provides less sanitizing power than 1 ppm FC at pH 7.2.,ph,,,Even 5 ppm FC at pH 8.0 effectively provides less sanitizing power than 1 ppm FC at pH 7.2.,mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
167a0c0e6fb49a77,guides/questions/why-is-my-pool-green-but-chlorine-is-high.html,"Additionally, some test kits (particularly OTO kits using yellow/orange color comparison) measure total chlorine, not free chlorine — a pool with 0 ppm FC but high combined chlorine will test ""high"" but provide zero sanitation.",free_chlorine,,,"Additionally, some test kits (particularly OTO kits using yellow/orange color comparison) measure total chlorine, not free chlorine — a pool with 0 ppm FC but high combined chlorine will test ""high"" but provide zero sanitation.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
9987eac4693f2765,guides/questions/why-is-my-pool-green-but-chlorine-is-high.html,Common Causes Cause Why Chlorine Reads High But Is Ineffective Fix High pH (>7.8) FC mostly inactive at high pH; less than 20% is HOCl at pH 8.0 Lower pH to 7.2–7.4 first; then re-shock CYA too high (>100 ppm) Chlorine lock: FC bound by excess stabilizer and unavailable Drain 30–50%; refill; rebalan…,cyanuric_acid,,,Common Causes Cause Why Chlorine Reads High But Is Ineffective Fix High pH (>7.8) FC mostly inactive at high pH; less than 20% is HOCl at pH 8.0 Lower pH to 7.2–7.4 first; then re-shock CYA too high (>100 ppm) Chlorine lock: FC bound by excess stabilizer and unavailable Drain 30–50%; refill; rebalan…,mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
a4746a754d8a06a3,maintenance/how-to-balance-pool-water.html,Wait a few hours and re-test before moving to pH. 3.,ph,,,Wait a few hours and re-test before moving to pH. 3.,mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
38b7bbf167f531b7,methodology/precision-policy/index.html,"Test strips: ±0.5 ppm FC, ±0.5 pH.",free_chlorine,,,"Test strips: ±0.5 ppm FC, ±0.5 pH.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
cc5d866590f76342,methodology/precision-policy/index.html,"Test strips: ±0.5 ppm FC, ±0.5 pH.",ph,,,"Test strips: ±0.5 ppm FC, ±0.5 pH.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
5e928a75ff7bef3b,methodology/precision-policy/index.html,"Liquid DPD drop test (Taylor K-2006): ±0.2 ppm FC, ±0.2 pH.",free_chlorine,,,"Liquid DPD drop test (Taylor K-2006): ±0.2 ppm FC, ±0.2 pH.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
038de68736c19548,methodology/precision-policy/index.html,"Liquid DPD drop test (Taylor K-2006): ±0.2 ppm FC, ±0.2 pH.",ph,,,"Liquid DPD drop test (Taylor K-2006): ±0.2 ppm FC, ±0.2 pH.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
2c758da869570028,methodology/precision-policy/index.html,"Digital photometer: ±0.05 ppm FC, ±0.05 pH.",free_chlorine,,,"Digital photometer: ±0.05 ppm FC, ±0.05 pH.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
15b70d15c6777bac,methodology/precision-policy/index.html,"Digital photometer: ±0.05 ppm FC, ±0.05 pH.",ph,,,"Digital photometer: ±0.05 ppm FC, ±0.05 pH.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
cbe7a6a7d45c72d5,methodology/rounding-policy/index.html,Displayed Precision Chemical concentrations (ppm): displayed to 1 decimal place. pH: displayed to 2 decimal places.,ph,,,Displayed Precision Chemical concentrations (ppm): displayed to 1 decimal place. pH: displayed to 2 decimal places.,mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
a733924ab5cf12df,pool-chemistry-system.html,"All 8 chemistry parameters interact — changing one affects the others pH is the master lever: chlorine effectiveness, scaling risk, and equipment corrosion all depend on it CYA is mandatory for outdoor pools; without it, sunlight destroys FC in hours Always adjust parameters in the correct order: TA…",ph,,,"All 8 chemistry parameters interact — changing one affects the others pH is the master lever: chlorine effectiveness, scaling risk, and equipment corrosion all depend on it CYA is mandatory for outdoor pools; without it, sunlight destroys FC in hours Always adjust parameters in the correct order: TA…",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
1dd31274cf0d47af,programmatic/explanations/why-ph-affects-chlorine.html,"Test kits usually report total or free chlorine, not “active disinfecting fraction” directly—so a normal-looking ppm at pH 8.0 can still underperform compared with the same ppm at 7.4.",ph,,,"Test kits usually report total or free chlorine, not “active disinfecting fraction” directly—so a normal-looking ppm at pH 8.0 can still underperform compared with the same ppm at 7.4.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
7080429f4bb23fe8,programmatic/ph/how-to-adjust-ph-from-6-8-to-7-2.html,"To raise pool pH from 6.8 toward 7.2, add pH increaser in small doses with the pump running—test frequently to avoid overshoot. pH moves best in small steps.",ph,,,"To raise pool pH from 6.8 toward 7.2, add pH increaser in small doses with the pump running—test frequently to avoid overshoot. pH moves best in small steps.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
d50a19b5cf96db40,programmatic/ph/how-to-adjust-ph-from-8-to-7-5.html,"To lower pool pH from 8 toward 7.5, add pH reducer gradually while circulating water and testing frequently. pH moves best in small steps.",ph,,,"To lower pool pH from 8 toward 7.5, add pH reducer gradually while circulating water and testing frequently. pH moves best in small steps.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
de705d8159293b1a,reference/alkalinity-table.html,"Sodium Bicarbonate to Raise Alkalinity (1.5 lb raises TA by 10 ppm per 10,000 gal) Pool Volume +10 ppm +20 ppm +30 ppm +40 ppm +50 ppm 8,000 gal 1.2 lb 2.4 lb 3.6 lb 4.8 lb 6.0 lb 10,000 gal 1.5 lb 3.0 lb 4.5 lb 6.0 lb 7.5 lb 12,000 gal 1.8 lb 3.6 lb 5.4 lb 7.2 lb 9.0 lb 15,000 gal 2.25 lb 4.5 lb 6.…",total_alkalinity,,,"Sodium Bicarbonate to Raise Alkalinity (1.5 lb raises TA by 10 ppm per 10,000 gal) Pool Volume +10 ppm +20 ppm +30 ppm +40 ppm +50 ppm 8,000 gal 1.2 lb 2.4 lb 3.6 lb 4.8 lb 6.0 lb 10,000 gal 1.5 lb 3.0 lb 4.5 lb 6.0 lb 7.5 lb 12,000 gal 1.8 lb 3.6 lb 5.4 lb 7.2 lb 9.0 lb 15,000 gal 2.25 lb 4.5 lb 6.…",mechanical_category=NON_CHEMISTRY_ARTIFACT,,NOT_A_CLAIM,"Dosage coefficient / formula constant, not a target range -- same category as the already-disclosed calculator dosing-constant findings (Phase 7F Trust Language Audit).",NO_PRODUCTION_ACTION,2026-08-18
8112b8024503269d,reference/calcium-hardness-explained.html,"About 12 ounces (340g) per 10,000 gallons raises CH by approximately 10 ppm.",calcium_hardness,,,"About 12 ounces (340g) per 10,000 gallons raises CH by approximately 10 ppm.",mechanical_category=NON_CHEMISTRY_ARTIFACT,,NOT_A_CLAIM,"Dosage coefficient / formula constant, not a target range -- same category as the already-disclosed calculator dosing-constant findings (Phase 7F Trust Language Audit).",NO_PRODUCTION_ACTION,2026-08-18
9cd40342c9782263,reference/chlorine-effectiveness-chart.html,"At pH 8.0, only one-fifth is.",ph,,,"At pH 8.0, only one-fifth is.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
c6dd4d69b756aa5a,reference/chlorine-effectiveness-chart.html,"At pH 8.0, you would need 3x the free chlorine to achieve the same active HOCl level as at pH 7.2.",ph,,,"At pH 8.0, you would need 3x the free chlorine to achieve the same active HOCl level as at pH 7.2.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
522f57de8a29d1cd,reference/combined-chlorine-explained.html,Target combined chlorine below 0.5 ppm.,combined_chlorine,,,Target combined chlorine below 0.5 ppm.,mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
f40c351ca4ba48e1,reference/datasets/chemical-properties/index.html,"Sulfuric acid titration (TA drop test), DPD combo kit ppm mg/L as CaCO₃ — — muriatic-acid baking-soda aeration co2-offgassing ph-parameter calcium-hardness lsi-parameter N/A — water parameter Low TA causes pH instability.",ph,,,"Sulfuric acid titration (TA drop test), DPD combo kit ppm mg/L as CaCO₃ — — muriatic-acid baking-soda aeration co2-offgassing ph-parameter calcium-hardness lsi-parameter N/A — water parameter Low TA causes pH instability.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
ebf8f3da28ef491d,reference/datasets/chemical-ranges/index.html,"At pH 8.0, only 22% is active. residential-pool-total-alkalinity residential-pool total-alkalinity ppm {""min"":80,""max"":120,""ideal"":100} {""low"":60,""high"":180} {""low"":40,""high"":240} Adjust TA before pH.",ph,,,"At pH 8.0, only 22% is active. residential-pool-total-alkalinity residential-pool total-alkalinity ppm {""min"":80,""max"":120,""ideal"":100} {""low"":60,""high"":180} {""low"":40,""high"":240} Adjust TA before pH.",mechanical_category=NON_CHEMISTRY_ARTIFACT,,NOT_A_CLAIM,"Describes what fraction/percentage of the parameter is in an active chemical form (e.g. ""22% remains as HOCl""), a chemistry-equilibrium fact, not a concentration target -- not comparable to a canonical range.",NO_PRODUCTION_ACTION,2026-08-18
af519b266378dc98,reference/datasets/chemical-ranges/index.html,"Salt chlorinator output may need adjustment seasonally. saltwater-pool-ph saltwater-pool ph pH {""min"":7.2,""max"":7.6,""ideal"":7.4} {""low"":7,""high"":7.8} {""low"":6.8,""high"":8.2} Salt pools tend to drift high pH due to electrolysis byproducts.",ph,,,"Salt chlorinator output may need adjustment seasonally. saltwater-pool-ph saltwater-pool ph pH {""min"":7.2,""max"":7.6,""ideal"":7.4} {""low"":7,""high"":7.8} {""low"":6.8,""high"":8.2} Salt pools tend to drift high pH due to electrolysis byproducts.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
a33b143b42a29759,reference/datasets/dosage-matrices/index.html,"Multiple treatments may be required. — — — soda-ash-100pct-ph Soda Ash (Sodium Carbonate, 100%) — pH Increase soda-ash 100 ph 0.2 10000 gallons 8 oz (dry) — residential-pool saltwater-pool hot-tub commercial-pool indoor-pool outdoor-pool — increase Approximate.",ph,,,"Multiple treatments may be required. — — — soda-ash-100pct-ph Soda Ash (Sodium Carbonate, 100%) — pH Increase soda-ash 100 ph 0.2 10000 gallons 8 oz (dry) — residential-pool saltwater-pool hot-tub commercial-pool indoor-pool outdoor-pool — increase Approximate.",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
dc83b0ecdb3b33b5,reference/datasets/dosage-matrices/index.html,"Add around pool perimeter with pump running. — — 1.5 calcium-chloride-77pct-ch Calcium Chloride (Anhydrous, 77%) — Calcium Hardness Increase calcium-chloride 77 calcium-hardness 10 10000 gallons 27.2 oz (dry) — residential-pool saltwater-pool hot-tub commercial-pool indoor-pool outdoor-pool — none 1…",calcium_hardness,,,"Add around pool perimeter with pump running. — — 1.5 calcium-chloride-77pct-ch Calcium Chloride (Anhydrous, 77%) — Calcium Hardness Increase calcium-chloride 77 calcium-hardness 10 10000 gallons 27.2 oz (dry) — residential-pool saltwater-pool hot-tub commercial-pool indoor-pool outdoor-pool — none 1…",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
b4e624ff33b50199,reference/ph-table.html,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",ph,,,"Muriatic Acid (31.45%) to Lower pH — TA at 80–120 ppm Pool Volume pH 7.8 → 7.4 pH 8.0 → 7.4 pH 8.2 → 7.4 8,000 gal 8 fl oz 16 fl oz 24 fl oz 10,000 gal 10 fl oz 20 fl oz 30 fl oz 12,000 gal 12 fl oz 24 fl oz 36 fl oz 15,000 gal 15 fl oz 30 fl oz 45 fl oz 20,000 gal 20 fl oz 40 fl oz 60 fl oz Sodium …",mechanical_category=DEFERRED,,DEFERRED,"No confident automated classification and not individually reviewed this phase -- genuinely lower priority per Step 11/12 (not safety-critical, not Tier-1, not a confirmed source conflict). Deferred, not resolved.",NO_PRODUCTION_ACTION,2026-08-18
