claim_id,source_file,source_claim,parameter_id,environment,claim_type,production_value,production_unit,source_id,source_value_if_available,conflict_type,conflict_reason,resolution_status
a21b479f0ba6c57b,guides/chlorine/why-pool-wont-hold-chlorine.html,Diagnostic checklist What to test Target If out of range Cyanuric acid (CYA) 30–50 ppm outdoor Add stabilizer; FC will last much longer Phosphates < 200 ppb Use phosphate remover before shocking Combined chlorine (CC) < 0.5 ppm Breakpoint shock to 10× CC reading pH 7.2–7.6 High pH destroys chlorine …,combined_chlorine,unspecified,RANGE,0.5,ppm,,,CLAIM_FAMILY_GAP,"Value describes a shock/breakpoint-treatment scenario, correctly outside the routine-maintenance range it was checked against -- no numeric shock-treatment range exists in the claim family yet (see SHOCK-CLAIM-FAMILY-DECISION.md).",REQUIRES_EXPERT_REVIEW
0b96dfec0d938636,guides/chlorine/why-pool-wont-hold-chlorine.html,Salt water pools can run slightly higher (60–80 ppm).,salt,pool,RANGE,60-80,ppm,,,RANGE_MISMATCH,"Value 60-80 ppm does not overlap the canonical range(s) range-salt-generic-operating (2700-3400), range-salt-pentair (3200-3800), range-salt-autopilot (3600-4400) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
5ba51d505879a9b6,guides/edge-cases/rain-effect-on-pool-chemistry.html,Calculator Pool Chlorine Calculator · pH Calculator Related Pool Chemistry Guides Related in this topic Index Index — 1 Index — 2 Index — 3 Index — 4 Related topics Pool pH adjustment calculator Low Alkalinity Symptoms Tools Full pool chemical calculator Hub guide Pool chemistry basics (hub) Typical…,ph,pool,RANGE,1,ph_units,,,EXTRACTION_ARTIFACT,"Related-guides/index navigation list numbering, not a chemistry claim.",NOT_A_CHEMISTRY_CLAIM
1b7625c8db2fc085,guides/edge-cases/rain-effect-on-pool-chemistry.html,Calculator Pool Chlorine Calculator · pH Calculator Related Pool Chemistry Guides Related in this topic Index Index — 1 Index — 2 Index — 3 Index — 4 Related topics Pool pH adjustment calculator Low Alkalinity Symptoms Tools Full pool chemical calculator Hub guide Pool chemistry basics (hub) Typical…,ph,pool,RANGE,2,ph_units,,,EXTRACTION_ARTIFACT,"Related-guides/index navigation list numbering, not a chemistry claim.",NOT_A_CHEMISTRY_CLAIM
adcacc040cfc2a21,guides/edge-cases/rain-effect-on-pool-chemistry.html,Calculator Pool Chlorine Calculator · pH Calculator Related Pool Chemistry Guides Related in this topic Index Index — 1 Index — 2 Index — 3 Index — 4 Related topics Pool pH adjustment calculator Low Alkalinity Symptoms Tools Full pool chemical calculator Hub guide Pool chemistry basics (hub) Typical…,ph,pool,RANGE,3,ph_units,,,EXTRACTION_ARTIFACT,"Related-guides/index navigation list numbering, not a chemistry claim.",NOT_A_CHEMISTRY_CLAIM
ea642ccd584f6bfa,guides/edge-cases/rain-effect-on-pool-chemistry.html,Calculator Pool Chlorine Calculator · pH Calculator Related Pool Chemistry Guides Related in this topic Index Index — 1 Index — 2 Index — 3 Index — 4 Related topics Pool pH adjustment calculator Low Alkalinity Symptoms Tools Full pool chemical calculator Hub guide Pool chemistry basics (hub) Typical…,ph,pool,RANGE,4,ph_units,,,EXTRACTION_ARTIFACT,"Related-guides/index navigation list numbering, not a chemistry claim.",NOT_A_CHEMISTRY_CLAIM
04d38ac4be76e18e,guides/hot-tub/hot-tub-alkalinity-too-high.html,"Signs of high alkalinity in a hot tub pH that keeps rising and resists acid corrections Cloudy or milky water White scale on the shell, jets, and heater TA test reads above 150 ppm How to lower hot tub alkalinity Step Action Details 1 Test TA and pH Baseline both readings before treatment 2 Add muri…",total_alkalinity,hot_tub,RANGE,150,ppm,,,CONTEXT_MISMATCH,"""TA test reads above 150 ppm"" is describing a HIGH-alkalinity troubleshooting scenario (intentionally above the 80-120 target) -- consistent with, not conflicting with, the target range.",FALSE_CONFLICT
4a98ad508554b03a,guides/hot-tub/hot-tub-alkalinity-too-high.html,"Signs of high alkalinity in a hot tub pH that keeps rising and resists acid corrections Cloudy or milky water White scale on the shell, jets, and heater TA test reads above 150 ppm How to lower hot tub alkalinity Step Action Details 1 Test TA and pH Baseline both readings before treatment 2 Add muri…",ph,hot_tub,RANGE,2,ph_units,,,EXTRACTION_ARTIFACT,"Step-number (""2"" from a numbered how-to list) misread as a pH value near a pH mention elsewhere on the page.",NOT_A_CHEMISTRY_CLAIM
c812c2d1fddac770,guides/hot-tub/hot-tub-chlorine-too-high.html,FC above 20 ppm requires partial draining.,free_chlorine,unspecified,RANGE,20,ppm,,,CONTEXT_MISMATCH,"""Above/exceeds"" threshold phrasing describing a too-high condition, consistent with (not contradicting) the canonical range's own maximum (3).",FALSE_CONFLICT
866fa4eca1d5c26e,guides/hot-tub/hot-tub-chlorine-too-high.html,Safe hot tub FC range is 3–5 ppm; above 10 ppm causes irritation Opening the cover and running jets reduces FC through aeration and UV Hot tubs are small — over-shocking is easy and common Always use the hot tub calculator to dose precisely before adding chemicals Because hot tubs hold far less wate…,free_chlorine,hot_tub,RANGE,10,ppm,,,CLAIM_FAMILY_GAP,"Value describes a shock/breakpoint-treatment scenario, correctly outside the routine-maintenance range it was checked against -- no numeric shock-treatment range exists in the claim family yet (see SHOCK-CLAIM-FAMILY-DECISION.md).",REQUIRES_EXPERT_REVIEW
b552df863e11ed5e,guides/hot-tub/hot-tub-chlorine-too-high.html,FC levels in hot tubs — what to do FC level Status Action < 1 ppm Too low — risk of bacteria Add chlorine; use calculator for dose 1–3 ppm Acceptable low end Monitor; add before next use 3–5 ppm Ideal range None required 5–10 ppm High — wait Remove cover; run jets; retest in 30–60 min 10–20 ppm Very…,free_chlorine,hot_tub,RANGE,1,ppm,,,EXTRACTION_ARTIFACT,"Multi-column reference-table structure detected; not individually confirmed, but structurally at elevated risk of column cross-attribution (see TABLE-EXTRACTION-LIMITATION.md) -- quarantined from scientific/provenance decisions pending individual review, not treated as a confirmed value conflict.",REQUIRES_EXPERT_REVIEW
3384137e08eb6a3d,guides/hot-tub/hot-tub-chlorine-too-high.html,FC levels in hot tubs — what to do FC level Status Action < 1 ppm Too low — risk of bacteria Add chlorine; use calculator for dose 1–3 ppm Acceptable low end Monitor; add before next use 3–5 ppm Ideal range None required 5–10 ppm High — wait Remove cover; run jets; retest in 30–60 min 10–20 ppm Very…,free_chlorine,hot_tub,RANGE,10-20,ppm,,,EXTRACTION_ARTIFACT,"Multi-column reference-table structure detected; not individually confirmed, but structurally at elevated risk of column cross-attribution (see TABLE-EXTRACTION-LIMITATION.md) -- quarantined from scientific/provenance decisions pending individual review, not treated as a confirmed value conflict.",REQUIRES_EXPERT_REVIEW
e4b1b3cccc70d175,guides/hot-tub/hot-tub-chlorine-too-high.html,"Removing the cover and running jets can reduce FC by 50% within an hour in a hot, aerated spa.",free_chlorine,unspecified,RANGE,50,%,,,UNSUPPORTED_PRODUCTION_CLAIM,"Describes a dosage CHANGE amount (""raise/lower ... by N""), not an absolute water-chemistry target value.",NOT_A_CHEMISTRY_CLAIM
7b6dcc035a6798fa,guides/hot-tub/hot-tub-ph-too-low.html,Raise pH by adding sodium carbonate (pH-up / soda ash) — about ½ teaspoon raises pH by 0.2 in a 250-gallon hot tub.,ph,hot_tub,RANGE,0.2,ph_units,,,UNSUPPORTED_PRODUCTION_CLAIM,"Describes a dosage CHANGE amount (""raise/lower ... by N""), not an absolute water-chemistry target value.",NOT_A_CHEMISTRY_CLAIM
3b2b8b8045460ec4,guides/hot-tub/hot-tub-ph-too-low.html,"Causes of low hot tub pH Cause pH impact Fix Dichlor overuse Each dose adds acid; drops 0.1–0.3 per treatment Add pH-up (sodium carbonate) weekly Acidic fill water Well water or treated municipal water below pH 7 Raise pH before first use each refill Low alkalinity Without TA buffer, pH swings freel…",ph,hot_tub,RANGE,0.1-0.3,ph_units,,,CONTEXT_MISMATCH,"""Below/under"" threshold phrasing describing a too-low condition, consistent with (not contradicting) the canonical range's own minimum (7).",FALSE_CONFLICT
26806582f8920f53,guides/hot-tub/index.html,FC above 10 ppm causes irritation.,free_chlorine,unspecified,RANGE,10,ppm,,,CONTEXT_MISMATCH,"""Above/exceeds"" threshold phrasing describing a too-high condition, consistent with (not contradicting) the canonical range's own maximum (3).",FALSE_CONFLICT
45eb3062edb4c338,guides/ph-guide.html,Calculator Open pool pH calculator All pH-related pages Hot Tub Ph Calculator Pool Cyanuric Acid Calculator Pool Ph Calculator Why Ph Affects Chlorine Adjust pH 6.8 → 7.2 Adjust pH 7.8 → 7.4 Adjust pH 7 → 7.4 Adjust pH 8 → 7.5 ← Pool chemistry basics Typical range: 1–3 ppm chlorine Recommended pH: 7…,ph,both,RANGE,6.8,ph_units,,,RANGE_MISMATCH,"Value 6.8-6.8 ph_units does not overlap the canonical range(s) range-ph-pool-chlorine-routine (7-7.8), range-ph-hottub-chlorine-routine (7-7.8), range-ph-hottub-bromine-routine (7-7.8), range-ph-pool-narrow-operational (7.2-7.6) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
8efd254b10c83499,guides/ph-guide.html,Calculator Open pool pH calculator All pH-related pages Hot Tub Ph Calculator Pool Cyanuric Acid Calculator Pool Ph Calculator Why Ph Affects Chlorine Adjust pH 6.8 → 7.2 Adjust pH 7.8 → 7.4 Adjust pH 7 → 7.4 Adjust pH 8 → 7.5 ← Pool chemistry basics Typical range: 1–3 ppm chlorine Recommended pH: 7…,ph,both,RANGE,8,ph_units,,,RANGE_MISMATCH,"Value 8-8 ph_units does not overlap the canonical range(s) range-ph-pool-chlorine-routine (7-7.8), range-ph-hottub-chlorine-routine (7-7.8), range-ph-hottub-bromine-routine (7-7.8), range-ph-pool-narrow-operational (7.2-7.6) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
518c9bfb0fe2fa2e,guides/ph/can-you-swim-in-high-ph-water.html,"Quick Answer You can swim in pH up to about 7.8 with minor discomfort, but above 8.0 the water becomes increasingly irritating to eyes and skin, and more importantly, chlorine effectiveness drops sharply — at pH 8.0 only about 20% of FC is in the active form.",ph,unspecified,RANGE,8,ph_units,,,UNSUPPORTED_PRODUCTION_CLAIM,"Describes what fraction/percentage of the parameter is in a particular chemical form/state, not a concentration target.",NOT_A_CHEMISTRY_CLAIM
5e51ad5919070c96,guides/ph/can-you-swim-in-high-ph-water.html,"Quick Answer You can swim in pH up to about 7.8 with minor discomfort, but above 8.0 the water becomes increasingly irritating to eyes and skin, and more importantly, chlorine effectiveness drops sharply — at pH 8.0 only about 20% of FC is in the active form.",ph,unspecified,RANGE,8,ph_units,,,UNSUPPORTED_PRODUCTION_CLAIM,"Describes what fraction/percentage of the parameter is in a particular chemical form/state, not a concentration target.",NOT_A_CHEMISTRY_CLAIM
2a4de7c865bead2c,guides/ph/can-you-swim-in-high-ph-water.html,"Quick Answer You can swim in pH up to about 7.8 with minor discomfort, but above 8.0 the water becomes increasingly irritating to eyes and skin, and more importantly, chlorine effectiveness drops sharply — at pH 8.0 only about 20% of FC is in the active form.",free_chlorine,unspecified,RANGE,20,%,,,UNSUPPORTED_PRODUCTION_CLAIM,"Describes what fraction/percentage of the parameter is in a particular chemical form/state, not a concentration target.",NOT_A_CHEMISTRY_CLAIM
165d271e6d2c013a,guides/ph/can-you-swim-in-high-ph-water.html,"Correct pH before prolonged swimming. pH 7.2–7.6 is optimal; 7.6–7.8 is acceptable with close monitoring Above pH 8.0, chlorine is largely inactive — bacteria risk increases Eye irritation and cloudy water are the most common high-pH symptoms Correct pH to 7.4 before a pool party or heavy use The ri…",ph,unspecified,RANGE,8,ph_units,,,CONTEXT_MISMATCH,"""Above/exceeds"" threshold phrasing describing a too-high condition, consistent with (not contradicting) the canonical range's own maximum (7.8).",FALSE_CONFLICT
e90d45878615a9bd,guides/ph/can-you-swim-in-high-ph-water.html,"A pool at pH 8.0 with 2 ppm FC effectively has only 0.4 ppm of active sanitizer — far below safe levels. pH safety thresholds pH range Comfort Chlorine effectiveness Action 7.2–7.6 Ideal, comfortable 50–80% active HC1O None 7.6–7.8 Good 35–50% active Monitor; adjust if drifting higher 7.8–8.0 Mild i…",ph,pool,RANGE,8,ph_units,,,RANGE_MISMATCH,"Value 8-8 ph_units does not overlap the canonical range(s) range-ph-pool-chlorine-routine (7-7.8), range-ph-pool-narrow-operational (7.2-7.6) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
f4f767f9849dbcca,guides/ph/can-you-swim-in-high-ph-water.html,"A pool at pH 8.0 with 2 ppm FC effectively has only 0.4 ppm of active sanitizer — far below safe levels. pH safety thresholds pH range Comfort Chlorine effectiveness Action 7.2–7.6 Ideal, comfortable 50–80% active HC1O None 7.6–7.8 Good 35–50% active Monitor; adjust if drifting higher 7.8–8.0 Mild i…",ph,pool,RANGE,1,ph_units,,,RANGE_MISMATCH,"Value 1-1 ph_units does not overlap the canonical range(s) range-ph-pool-chlorine-routine (7-7.8), range-ph-pool-narrow-operational (7.2-7.6) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
d55a04240c5d54ae,guides/ph/can-you-swim-in-high-ph-water.html,A pool at pH 8.2 with 2 ppm FC is poorly sanitized and vulnerable to algae blooms.,ph,pool,RANGE,8.2,ph_units,,,RANGE_MISMATCH,"Value 8.2-8.2 ph_units does not overlap the canonical range(s) range-ph-pool-chlorine-routine (7-7.8), range-ph-pool-narrow-operational (7.2-7.6) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
31df7357dee28238,guides/ph/can-you-swim-in-high-ph-water.html,Can you swim in pH 8.0 water?,ph,unspecified,RANGE,8,ph_units,,,RANGE_MISMATCH,"Value 8-8 ph_units does not overlap the canonical range(s) range-ph-pool-chlorine-routine (7-7.8), range-ph-hottub-chlorine-routine (7-7.8), range-ph-hottub-bromine-routine (7-7.8), range-ph-pool-narrow-operational (7.2-7.6) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
918e5bac52495112,guides/ph/can-you-swim-in-high-ph-water.html,"A brief swim is unlikely to cause serious harm, but prolonged swimming in pH 8.0 water will likely cause eye irritation.",ph,unspecified,RANGE,8,ph_units,,,RANGE_MISMATCH,"Value 8-8 ph_units does not overlap the canonical range(s) range-ph-pool-chlorine-routine (7-7.8), range-ph-hottub-chlorine-routine (7-7.8), range-ph-hottub-bromine-routine (7-7.8), range-ph-pool-narrow-operational (7.2-7.6) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
b44117f8e0314fac,guides/ph/can-you-swim-in-high-ph-water.html,"It can strip natural oils from skin, cause dry skin and irritated eyes, and at extreme values (pH 10+) cause chemical burns — but pool water at pH 8.0–8.5 typically causes only mild discomfort.",ph,pool,RULE_OF_THUMB,10,ph_units,,,RANGE_MISMATCH,"Value 10-10 ph_units does not overlap the canonical range(s) range-ph-pool-chlorine-routine (7-7.8), range-ph-pool-narrow-operational (7.2-7.6) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
dbdd7151ad1fec12,guides/ph/can-you-swim-in-high-ph-water.html,"It can strip natural oils from skin, cause dry skin and irritated eyes, and at extreme values (pH 10+) cause chemical burns — but pool water at pH 8.0–8.5 typically causes only mild discomfort.",ph,pool,RULE_OF_THUMB,8-8.5,ph_units,,,RANGE_MISMATCH,"Value 8-8.5 ph_units does not overlap the canonical range(s) range-ph-pool-chlorine-routine (7-7.8), range-ph-pool-narrow-operational (7.2-7.6) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
1fa29782414c1c95,guides/ph/does-rain-lower-pool-ph.html,"Quick Answer Yes, rainwater is slightly acidic (typically pH 5.5–6.5) and does lower pool pH slightly.",ph,unspecified,RULE_OF_THUMB,5.5-6.5,ph_units,,,RANGE_MISMATCH,"Value 5.5-6.5 ph_units does not overlap the canonical range(s) range-ph-pool-chlorine-routine (7-7.8), range-ph-hottub-chlorine-routine (7-7.8), range-ph-hottub-bromine-routine (7-7.8), range-ph-pool-narrow-operational (7.2-7.6) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
f11992f7c860cee8,guides/ph/does-rain-lower-pool-ph.html,"Rainwater pH is typically 5.5–6.5, lower than the ideal pool range of 7.2–7.6 A light rain has minimal effect; a heavy storm can significantly lower pH and dilute all chemicals After any significant rain, retest FC, pH, TA, and CYA Heavy rain can introduce organic debris that creates chlorine demand…",ph,unspecified,RULE_OF_THUMB,5.5-6.5,ph_units,,,RANGE_MISMATCH,"Value 5.5-6.5 ph_units does not overlap the canonical range(s) range-ph-pool-chlorine-routine (7-7.8), range-ph-hottub-chlorine-routine (7-7.8), range-ph-hottub-bromine-routine (7-7.8), range-ph-pool-narrow-operational (7.2-7.6) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
a6505d63a26c32e3,guides/ph/does-rain-lower-pool-ph.html,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",ph,unspecified,RANGE,0.5,ph_units,,,RANGE_MISMATCH,"Value 0.5-0.5 ph_units does not overlap the canonical range(s) range-ph-pool-chlorine-routine (7-7.8), range-ph-hottub-chlorine-routine (7-7.8), range-ph-hottub-bromine-routine (7-7.8), range-ph-pool-narrow-operational (7.2-7.6) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
0b99b8c2ce815057,guides/ph/does-rain-lower-pool-ph.html,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",ph,unspecified,RANGE,0.1,ph_units,,,RANGE_MISMATCH,"Value 0.1-0.1 ph_units does not overlap the canonical range(s) range-ph-pool-chlorine-routine (7-7.8), range-ph-hottub-chlorine-routine (7-7.8), range-ph-hottub-bromine-routine (7-7.8), range-ph-pool-narrow-operational (7.2-7.6) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
a59c1039c801eb43,guides/ph/does-rain-lower-pool-ph.html,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",ph,unspecified,RANGE,0.5-1,ph_units,,,RANGE_MISMATCH,"Value 0.5-1 ph_units does not overlap the canonical range(s) range-ph-pool-chlorine-routine (7-7.8), range-ph-hottub-chlorine-routine (7-7.8), range-ph-hottub-bromine-routine (7-7.8), range-ph-pool-narrow-operational (7.2-7.6) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
f9f30189e0eff6a0,guides/ph/does-rain-lower-pool-ph.html,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",ph,unspecified,RANGE,0.1,ph_units,,,RANGE_MISMATCH,"Value 0.1-0.1 ph_units does not overlap the canonical range(s) range-ph-pool-chlorine-routine (7-7.8), range-ph-hottub-chlorine-routine (7-7.8), range-ph-hottub-bromine-routine (7-7.8), range-ph-pool-narrow-operational (7.2-7.6) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
f8e5b987995d1b46,guides/ph/does-rain-lower-pool-ph.html,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",ph,unspecified,RANGE,0.3,ph_units,,,RANGE_MISMATCH,"Value 0.3-0.3 ph_units does not overlap the canonical range(s) range-ph-pool-chlorine-routine (7-7.8), range-ph-hottub-chlorine-routine (7-7.8), range-ph-hottub-bromine-routine (7-7.8), range-ph-pool-narrow-operational (7.2-7.6) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
d1391d356c17a6b7,guides/ph/does-rain-lower-pool-ph.html,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",ph,unspecified,RANGE,1-3,ph_units,,,RANGE_MISMATCH,"Value 1-3 ph_units does not overlap the canonical range(s) range-ph-pool-chlorine-routine (7-7.8), range-ph-hottub-chlorine-routine (7-7.8), range-ph-hottub-bromine-routine (7-7.8), range-ph-pool-narrow-operational (7.2-7.6) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
1cce72974565c95b,guides/ph/does-rain-lower-pool-ph.html,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",ph,unspecified,RANGE,0.3,ph_units,,,RANGE_MISMATCH,"Value 0.3-0.3 ph_units does not overlap the canonical range(s) range-ph-pool-chlorine-routine (7-7.8), range-ph-hottub-chlorine-routine (7-7.8), range-ph-hottub-bromine-routine (7-7.8), range-ph-pool-narrow-operational (7.2-7.6) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
9c3bcd18240ab258,guides/ph/does-rain-lower-pool-ph.html,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",ph,unspecified,RANGE,0.6,ph_units,,,RANGE_MISMATCH,"Value 0.6-0.6 ph_units does not overlap the canonical range(s) range-ph-pool-chlorine-routine (7-7.8), range-ph-hottub-chlorine-routine (7-7.8), range-ph-hottub-bromine-routine (7-7.8), range-ph-pool-narrow-operational (7.2-7.6) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
ad4d979cd80d1281,guides/ph/does-rain-lower-pool-ph.html,"Acid rain (pH below 5) from industrial areas can have a stronger lowering effect, but most residential pool owners in urban areas should follow the same post-rain testing routine regardless.",ph,unspecified,RANGE,5,ph_units,,,EXTRACTION_ARTIFACT,"""5"" is a step/day/test-numbering token (""Step 5"" / ""5)"" / list marker) near an unrelated pH mention elsewhere in the sentence, not a pH reading.",NOT_A_CHEMISTRY_CLAIM
74a0442c940f4f60,guides/ph/how-to-lower-pool-ph.html,"For a 10,000-gallon pool, 3–4 ounces of 31% muriatic acid typically lowers pH by about 0.2 points.",ph,pool,RULE_OF_THUMB,0.2,ph_units,,,RANGE_MISMATCH,"Value 0.2-0.2 ph_units does not overlap the canonical range(s) range-ph-pool-chlorine-routine (7-7.8), range-ph-pool-narrow-operational (7.2-7.6) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
bcb0bcbb57d67fb8,guides/ph/how-to-lower-pool-ph.html,"Dose table: muriatic acid (31.45%) Pool size To lower pH by 0.2 To lower pH by 0.5 5,000 gal ~2 oz ~5 oz 10,000 gal ~4 oz ~10 oz 15,000 gal ~6 oz ~15 oz 20,000 gal ~8 oz ~20 oz 30,000 gal ~12 oz ~30 oz These are starting estimates.",ph,pool,RANGE,0.2,ph_units,,,UNSUPPORTED_PRODUCTION_CLAIM,"Describes a dosage CHANGE amount (""raise/lower ... by N""), not an absolute water-chemistry target value.",NOT_A_CHEMISTRY_CLAIM
7a81fb4f44ca3425,guides/ph/how-to-lower-pool-ph.html,"Dose table: muriatic acid (31.45%) Pool size To lower pH by 0.2 To lower pH by 0.5 5,000 gal ~2 oz ~5 oz 10,000 gal ~4 oz ~10 oz 15,000 gal ~6 oz ~15 oz 20,000 gal ~8 oz ~20 oz 30,000 gal ~12 oz ~30 oz These are starting estimates.",ph,pool,RANGE,0.5,ph_units,,,UNSUPPORTED_PRODUCTION_CLAIM,"Describes a dosage CHANGE amount (""raise/lower ... by N""), not an absolute water-chemistry target value.",NOT_A_CHEMISTRY_CLAIM
322b4ace20d462fa,guides/ph/index.html,Reading time: 4 min read · Last updated: 2026-08-18 Platform v1.0.0 Foundation · QA 98/100 Section Description This hub consolidates crawlable entry points for /guides/ph.,ph,unspecified,RANGE,1,ph_units,,,EXTRACTION_ARTIFACT,"Intermediate arithmetic step, dosage coefficient, or formula constant in a worked example -- not an asserted target claim.",NOT_A_CHEMISTRY_CLAIM
b6fdbdbb252651a9,guides/ph/index.html,Reading time: 4 min read · Last updated: 2026-08-18 Platform v1.0.0 Foundation · QA 98/100 Section Description This hub consolidates crawlable entry points for /guides/ph.,ph,unspecified,RANGE,0,ph_units,,,EXTRACTION_ARTIFACT,"Intermediate arithmetic step, dosage coefficient, or formula constant in a worked example -- not an asserted target claim.",NOT_A_CHEMISTRY_CLAIM
68489a210a90fd05,guides/ph/index.html,Can you swim in high pH water? pH 7.8–8.0 is uncomfortable; above 8.0 risks irritation and drastically reduced chlorine.,ph,unspecified,RANGE,8,ph_units,,,RANGE_MISMATCH,"Value 8-8 ph_units does not overlap the canonical range(s) range-ph-pool-chlorine-routine (7-7.8), range-ph-hottub-chlorine-routine (7-7.8), range-ph-hottub-bromine-routine (7-7.8), range-ph-pool-narrow-operational (7.2-7.6) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
7f45700360630d17,guides/ph/index.html,"Rainwater is acidic (pH ~5.6) but the effect on pool pH depends on pool volume, TA, and how much rain fell.",ph,pool,RANGE,5.6,ph_units,,,RANGE_MISMATCH,"Value 5.6-5.6 ph_units does not overlap the canonical range(s) range-ph-pool-chlorine-routine (7-7.8), range-ph-pool-narrow-operational (7.2-7.6) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
d44a460c16a5b70a,guides/ph/index.html,"High pool pH causes: CO2 off-gassing, high alkalinity, algae, aeration, SWG systems, and high-pH fill water.",ph,pool,RANGE,2,ph_units,,,RANGE_MISMATCH,"Value 2-2 ph_units does not overlap the canonical range(s) range-ph-pool-chlorine-routine (7-7.8), range-ph-pool-narrow-operational (7.2-7.6) and does not match a recognized pattern (product spec / shock scenario / threshold phrasing / formula / nav noise) -- needs individual review.",UNREVIEWED
