claim_id,claim_text,parameter,production_context,source_id,source_support,support_type,decision,notes
866fa4eca1d5c26e,Safe hot tub FC range is 3–5 ppm; above 10 ppm causes irritation Opening the cover and running jets reduces FC through aeration and UV Hot tubs are small — over-shocking is easy and common Always use the hot tub calculator to dose precisely before adding chemicals Because hot tubs hold far less wate…,free_chlorine,"guides/hot-tub/hot-tub-chlorine-too-high.html (env=hot_tub, 10-10 ppm)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,Value 10-10 ppm does not overlap any canonical range for free_chlorine/hot_tub (checked: range-fc-hottub-chlorine-routine).
b552df863e11ed5e,FC levels in hot tubs — what to do FC level Status Action < 1 ppm Too low — risk of bacteria Add chlorine; use calculator for dose 1–3 ppm Acceptable low end Monitor; add before next use 3–5 ppm Ideal range None required 5–10 ppm High — wait Remove cover; run jets; retest in 30–60 min 10–20 ppm Very…,free_chlorine,"guides/hot-tub/hot-tub-chlorine-too-high.html (env=hot_tub, 1-1 ppm)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,Value 1-1 ppm does not overlap any canonical range for free_chlorine/hot_tub (checked: range-fc-hottub-chlorine-routine).
3384137e08eb6a3d,FC levels in hot tubs — what to do FC level Status Action < 1 ppm Too low — risk of bacteria Add chlorine; use calculator for dose 1–3 ppm Acceptable low end Monitor; add before next use 3–5 ppm Ideal range None required 5–10 ppm High — wait Remove cover; run jets; retest in 30–60 min 10–20 ppm Very…,free_chlorine,"guides/hot-tub/hot-tub-chlorine-too-high.html (env=hot_tub, 10-20 ppm)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,Value 10-20 ppm does not overlap any canonical range for free_chlorine/hot_tub (checked: range-fc-hottub-chlorine-routine).
e4b1b3cccc70d175,"Removing the cover and running jets can reduce FC by 50% within an hour in a hot, aerated spa.",free_chlorine,"guides/hot-tub/hot-tub-chlorine-too-high.html (env=unspecified, 50-50 %)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 50-50 % does not overlap any canonical range for free_chlorine/unspecified (checked: range-fc-pool-chlorine-no-cya, range-fc-pool-chlorine-with-cya, range-fc-hottub-chlorine-routine)."
07c27bbd85a43584,"Add granular dichlor (sodium dichloro-s-triazinetrione) at the rate of 1 teaspoon per 200 gallons to raise FC by approximately 4–5 ppm, then test after 20 minutes before soaking.",pool_volume,"guides/hot-tub/hot-tub-chlorine-too-low.html (env=unspecified, 200-200 gallons)",,MECHANICAL_CLASSIFICATION_ONLY,NOT_SUPPORTED,SOURCE_NOT_FOUND,"No source in the registry covers ""pool_volume"" at all."
a2908a1a7cc85deb,Dose: approximately 1 teaspoon of dichlor per 200 gallons raises FC ~4 ppm.,pool_volume,"guides/hot-tub/hot-tub-chlorine-too-low.html (env=unspecified, 200-200 gallons)",,MECHANICAL_CLASSIFICATION_ONLY,NOT_SUPPORTED,SOURCE_NOT_FOUND,"No source in the registry covers ""pool_volume"" at all."
7b6dcc035a6798fa,Raise pH by adding sodium carbonate (pH-up / soda ash) — about ½ teaspoon raises pH by 0.2 in a 250-gallon hot tub.,ph,"guides/hot-tub/hot-tub-ph-too-low.html (env=hot_tub, 0.2-0.2 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 0.2-0.2 ph_units does not overlap any canonical range for ph/hot_tub (checked: range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine)."
3b2b8b8045460ec4,"Causes of low hot tub pH Cause pH impact Fix Dichlor overuse Each dose adds acid; drops 0.1–0.3 per treatment Add pH-up (sodium carbonate) weekly Acidic fill water Well water or treated municipal water below pH 7 Raise pH before first use each refill Low alkalinity Without TA buffer, pH swings freel…",ph,"guides/hot-tub/hot-tub-ph-too-low.html (env=hot_tub, 0.1-0.3 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 0.1-0.3 ph_units does not overlap any canonical range for ph/hot_tub (checked: range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine)."
26806582f8920f53,FC above 10 ppm causes irritation.,free_chlorine,"guides/hot-tub/index.html (env=unspecified, 10-10 ppm)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 10-10 ppm does not overlap any canonical range for free_chlorine/unspecified (checked: range-fc-pool-chlorine-no-cya, range-fc-pool-chlorine-with-cya, range-fc-hottub-chlorine-routine)."
45eb3062edb4c338,Calculator Open pool pH calculator All pH-related pages Hot Tub Ph Calculator Pool Cyanuric Acid Calculator Pool Ph Calculator Why Ph Affects Chlorine Adjust pH 6.8 → 7.2 Adjust pH 7.8 → 7.4 Adjust pH 7 → 7.4 Adjust pH 8 → 7.5 ← Pool chemistry basics Typical range: 1–3 ppm chlorine Recommended pH: 7…,ph,"guides/ph-guide.html (env=both, 6.8-6.8 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 6.8-6.8 ph_units does not overlap any canonical range for ph/both (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
8efd254b10c83499,Calculator Open pool pH calculator All pH-related pages Hot Tub Ph Calculator Pool Cyanuric Acid Calculator Pool Ph Calculator Why Ph Affects Chlorine Adjust pH 6.8 → 7.2 Adjust pH 7.8 → 7.4 Adjust pH 7 → 7.4 Adjust pH 8 → 7.5 ← Pool chemistry basics Typical range: 1–3 ppm chlorine Recommended pH: 7…,ph,"guides/ph-guide.html (env=both, 8-8 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 8-8 ph_units does not overlap any canonical range for ph/both (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
518c9bfb0fe2fa2e,"Quick Answer You can swim in pH up to about 7.8 with minor discomfort, but above 8.0 the water becomes increasingly irritating to eyes and skin, and more importantly, chlorine effectiveness drops sharply — at pH 8.0 only about 20% of FC is in the active form.",ph,"guides/ph/can-you-swim-in-high-ph-water.html (env=unspecified, 8-8 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 8-8 ph_units does not overlap any canonical range for ph/unspecified (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
5e51ad5919070c96,"Quick Answer You can swim in pH up to about 7.8 with minor discomfort, but above 8.0 the water becomes increasingly irritating to eyes and skin, and more importantly, chlorine effectiveness drops sharply — at pH 8.0 only about 20% of FC is in the active form.",ph,"guides/ph/can-you-swim-in-high-ph-water.html (env=unspecified, 8-8 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 8-8 ph_units does not overlap any canonical range for ph/unspecified (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
2a4de7c865bead2c,"Quick Answer You can swim in pH up to about 7.8 with minor discomfort, but above 8.0 the water becomes increasingly irritating to eyes and skin, and more importantly, chlorine effectiveness drops sharply — at pH 8.0 only about 20% of FC is in the active form.",free_chlorine,"guides/ph/can-you-swim-in-high-ph-water.html (env=unspecified, 20-20 %)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 20-20 % does not overlap any canonical range for free_chlorine/unspecified (checked: range-fc-pool-chlorine-no-cya, range-fc-pool-chlorine-with-cya, range-fc-hottub-chlorine-routine)."
165d271e6d2c013a,"Correct pH before prolonged swimming. pH 7.2–7.6 is optimal; 7.6–7.8 is acceptable with close monitoring Above pH 8.0, chlorine is largely inactive — bacteria risk increases Eye irritation and cloudy water are the most common high-pH symptoms Correct pH to 7.4 before a pool party or heavy use The ri…",ph,"guides/ph/can-you-swim-in-high-ph-water.html (env=unspecified, 8-8 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 8-8 ph_units does not overlap any canonical range for ph/unspecified (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
e90d45878615a9bd,"A pool at pH 8.0 with 2 ppm FC effectively has only 0.4 ppm of active sanitizer — far below safe levels. pH safety thresholds pH range Comfort Chlorine effectiveness Action 7.2–7.6 Ideal, comfortable 50–80% active HC1O None 7.6–7.8 Good 35–50% active Monitor; adjust if drifting higher 7.8–8.0 Mild i…",ph,"guides/ph/can-you-swim-in-high-ph-water.html (env=pool, 8-8 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 8-8 ph_units does not overlap any canonical range for ph/pool (checked: range-ph-pool-chlorine-routine, range-ph-pool-narrow-operational)."
a07ff1c5ade7f25d,"A pool at pH 8.0 with 2 ppm FC effectively has only 0.4 ppm of active sanitizer — far below safe levels. pH safety thresholds pH range Comfort Chlorine effectiveness Action 7.2–7.6 Ideal, comfortable 50–80% active HC1O None 7.6–7.8 Good 35–50% active Monitor; adjust if drifting higher 7.8–8.0 Mild i…",sanitizer,"guides/ph/can-you-swim-in-high-ph-water.html (env=pool, 0.4-0.4 ppm)",,MECHANICAL_CLASSIFICATION_ONLY,NOT_SUPPORTED,REQUIRES_EXPERT_REVIEW,Claim family exists (claim-mixing-chemicals-danger) but no canonical range covers this specific environment/context -- needs individual human review.
f4f767f9849dbcca,"A pool at pH 8.0 with 2 ppm FC effectively has only 0.4 ppm of active sanitizer — far below safe levels. pH safety thresholds pH range Comfort Chlorine effectiveness Action 7.2–7.6 Ideal, comfortable 50–80% active HC1O None 7.6–7.8 Good 35–50% active Monitor; adjust if drifting higher 7.8–8.0 Mild i…",ph,"guides/ph/can-you-swim-in-high-ph-water.html (env=pool, 1-1 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 1-1 ph_units does not overlap any canonical range for ph/pool (checked: range-ph-pool-chlorine-routine, range-ph-pool-narrow-operational)."
d55a04240c5d54ae,A pool at pH 8.2 with 2 ppm FC is poorly sanitized and vulnerable to algae blooms.,ph,"guides/ph/can-you-swim-in-high-ph-water.html (env=pool, 8.2-8.2 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 8.2-8.2 ph_units does not overlap any canonical range for ph/pool (checked: range-ph-pool-chlorine-routine, range-ph-pool-narrow-operational)."
31df7357dee28238,Can you swim in pH 8.0 water?,ph,"guides/ph/can-you-swim-in-high-ph-water.html (env=unspecified, 8-8 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 8-8 ph_units does not overlap any canonical range for ph/unspecified (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
918e5bac52495112,"A brief swim is unlikely to cause serious harm, but prolonged swimming in pH 8.0 water will likely cause eye irritation.",ph,"guides/ph/can-you-swim-in-high-ph-water.html (env=unspecified, 8-8 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 8-8 ph_units does not overlap any canonical range for ph/unspecified (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
b44117f8e0314fac,"It can strip natural oils from skin, cause dry skin and irritated eyes, and at extreme values (pH 10+) cause chemical burns — but pool water at pH 8.0–8.5 typically causes only mild discomfort.",ph,"guides/ph/can-you-swim-in-high-ph-water.html (env=pool, 10-10 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 10-10 ph_units does not overlap any canonical range for ph/pool (checked: range-ph-pool-chlorine-routine, range-ph-pool-narrow-operational)."
dbdd7151ad1fec12,"It can strip natural oils from skin, cause dry skin and irritated eyes, and at extreme values (pH 10+) cause chemical burns — but pool water at pH 8.0–8.5 typically causes only mild discomfort.",ph,"guides/ph/can-you-swim-in-high-ph-water.html (env=pool, 8-8.5 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 8-8.5 ph_units does not overlap any canonical range for ph/pool (checked: range-ph-pool-chlorine-routine, range-ph-pool-narrow-operational)."
1fa29782414c1c95,"Quick Answer Yes, rainwater is slightly acidic (typically pH 5.5–6.5) and does lower pool pH slightly.",ph,"guides/ph/does-rain-lower-pool-ph.html (env=unspecified, 5.5-6.5 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 5.5-6.5 ph_units does not overlap any canonical range for ph/unspecified (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
f11992f7c860cee8,"Rainwater pH is typically 5.5–6.5, lower than the ideal pool range of 7.2–7.6 A light rain has minimal effect; a heavy storm can significantly lower pH and dilute all chemicals After any significant rain, retest FC, pH, TA, and CYA Heavy rain can introduce organic debris that creates chlorine demand…",ph,"guides/ph/does-rain-lower-pool-ph.html (env=unspecified, 5.5-6.5 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 5.5-6.5 ph_units does not overlap any canonical range for ph/unspecified (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
a6505d63a26c32e3,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",ph,"guides/ph/does-rain-lower-pool-ph.html (env=unspecified, 0.5-0.5 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 0.5-0.5 ph_units does not overlap any canonical range for ph/unspecified (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
0b99b8c2ce815057,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",ph,"guides/ph/does-rain-lower-pool-ph.html (env=unspecified, 0.1-0.1 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 0.1-0.1 ph_units does not overlap any canonical range for ph/unspecified (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
a59c1039c801eb43,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",ph,"guides/ph/does-rain-lower-pool-ph.html (env=unspecified, 0.5-1 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 0.5-1 ph_units does not overlap any canonical range for ph/unspecified (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
f9f30189e0eff6a0,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",ph,"guides/ph/does-rain-lower-pool-ph.html (env=unspecified, 0.1-0.1 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 0.1-0.1 ph_units does not overlap any canonical range for ph/unspecified (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
f8e5b987995d1b46,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",ph,"guides/ph/does-rain-lower-pool-ph.html (env=unspecified, 0.3-0.3 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 0.3-0.3 ph_units does not overlap any canonical range for ph/unspecified (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
d1391d356c17a6b7,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",ph,"guides/ph/does-rain-lower-pool-ph.html (env=unspecified, 1-3 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 1-3 ph_units does not overlap any canonical range for ph/unspecified (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
1cce72974565c95b,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",ph,"guides/ph/does-rain-lower-pool-ph.html (env=unspecified, 0.3-0.3 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 0.3-0.3 ph_units does not overlap any canonical range for ph/unspecified (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
9c3bcd18240ab258,"Rain event Expected pH change Action needed Light drizzle (under 0.5 in) Negligible (−0.1 or less) Test but likely no adjustment needed Moderate rain (0.5–1 in) −0.1 to −0.3 Retest; small acid or bicarb adjustment Heavy rain (1–3 in) −0.3 to −0.6 Retest all parameters; adjust FC, pH, TA Major storm …",ph,"guides/ph/does-rain-lower-pool-ph.html (env=unspecified, 0.6-0.6 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 0.6-0.6 ph_units does not overlap any canonical range for ph/unspecified (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
ad4d979cd80d1281,"Acid rain (pH below 5) from industrial areas can have a stronger lowering effect, but most residential pool owners in urban areas should follow the same post-rain testing routine regardless.",ph,"guides/ph/does-rain-lower-pool-ph.html (env=unspecified, 5-5 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 5-5 ph_units does not overlap any canonical range for ph/unspecified (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
74a0442c940f4f60,"For a 10,000-gallon pool, 3–4 ounces of 31% muriatic acid typically lowers pH by about 0.2 points.",ph,"guides/ph/how-to-lower-pool-ph.html (env=pool, 0.2-0.2 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 0.2-0.2 ph_units does not overlap any canonical range for ph/pool (checked: range-ph-pool-chlorine-routine, range-ph-pool-narrow-operational)."
abdd91ab7245303e,"Muriatic acid is the most effective pH-lowering chemical for pools Never add more than 16 oz per 10,000 gallons in a single treatment Always adjust alkalinity before pH for more stable long-term results Wear gloves and eye protection when handling muriatic acid Lowering pH is a routine maintenance t…",pool_volume,"guides/ph/how-to-lower-pool-ph.html (env=pool, 10000-10000 gallons)",,MECHANICAL_CLASSIFICATION_ONLY,NOT_SUPPORTED,SOURCE_NOT_FOUND,"No source in the registry covers ""pool_volume"" at all."
bcb0bcbb57d67fb8,"Dose table: muriatic acid (31.45%) Pool size To lower pH by 0.2 To lower pH by 0.5 5,000 gal ~2 oz ~5 oz 10,000 gal ~4 oz ~10 oz 15,000 gal ~6 oz ~15 oz 20,000 gal ~8 oz ~20 oz 30,000 gal ~12 oz ~30 oz These are starting estimates.",ph,"guides/ph/how-to-lower-pool-ph.html (env=pool, 0.2-0.2 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 0.2-0.2 ph_units does not overlap any canonical range for ph/pool (checked: range-ph-pool-chlorine-routine, range-ph-pool-narrow-operational)."
7a81fb4f44ca3425,"Dose table: muriatic acid (31.45%) Pool size To lower pH by 0.2 To lower pH by 0.5 5,000 gal ~2 oz ~5 oz 10,000 gal ~4 oz ~10 oz 15,000 gal ~6 oz ~15 oz 20,000 gal ~8 oz ~20 oz 30,000 gal ~12 oz ~30 oz These are starting estimates.",ph,"guides/ph/how-to-lower-pool-ph.html (env=pool, 0.5-0.5 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 0.5-0.5 ph_units does not overlap any canonical range for ph/pool (checked: range-ph-pool-chlorine-routine, range-ph-pool-narrow-operational)."
322b4ace20d462fa,Reading time: 4 min read · Last updated: 2026-08-18 Platform v1.0.0 Foundation · QA 98/100 Section Description This hub consolidates crawlable entry points for /guides/ph.,ph,"guides/ph/index.html (env=unspecified, 1-1 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 1-1 ph_units does not overlap any canonical range for ph/unspecified (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
b6fdbdbb252651a9,Reading time: 4 min read · Last updated: 2026-08-18 Platform v1.0.0 Foundation · QA 98/100 Section Description This hub consolidates crawlable entry points for /guides/ph.,ph,"guides/ph/index.html (env=unspecified, 0-0 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 0-0 ph_units does not overlap any canonical range for ph/unspecified (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
68489a210a90fd05,Can you swim in high pH water? pH 7.8–8.0 is uncomfortable; above 8.0 risks irritation and drastically reduced chlorine.,ph,"guides/ph/index.html (env=unspecified, 8-8 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 8-8 ph_units does not overlap any canonical range for ph/unspecified (checked: range-ph-pool-chlorine-routine, range-ph-hottub-chlorine-routine, range-ph-hottub-bromine-routine, range-ph-pool-narrow-operational)."
7f45700360630d17,"Rainwater is acidic (pH ~5.6) but the effect on pool pH depends on pool volume, TA, and how much rain fell.",ph,"guides/ph/index.html (env=pool, 5.6-5.6 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 5.6-5.6 ph_units does not overlap any canonical range for ph/pool (checked: range-ph-pool-chlorine-routine, range-ph-pool-narrow-operational)."
d44a460c16a5b70a,"High pool pH causes: CO2 off-gassing, high alkalinity, algae, aeration, SWG systems, and high-pH fill water.",ph,"guides/ph/index.html (env=pool, 2-2 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 2-2 ph_units does not overlap any canonical range for ph/pool (checked: range-ph-pool-chlorine-routine, range-ph-pool-narrow-operational)."
4acb081a1b1dd231,"Quick Answer The main causes of high pool pH are CO2 off-gassing from the water surface, high total alkalinity (which resists downward correction), aeration from jets or waterfalls, algae growth consuming dissolved CO2, salt water chlorine generators, and fill water that enters with a high pH.",ph,"guides/ph/what-causes-high-pool-ph.html (env=pool, 2-2 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 2-2 ph_units does not overlap any canonical range for ph/pool (checked: range-ph-pool-chlorine-routine, range-ph-pool-narrow-operational)."
8fa2a3835db7241d,CO2 off-gassing is the universal cause of pH rise in all pools High total alkalinity amplifies pH drift and makes correction harder Salt chlorine generators and aeration features accelerate pH rise significantly Lowering TA to 80–90 ppm is the most effective long-term pH stabilizer Pool pH naturally…,ph,"guides/ph/what-causes-high-pool-ph.html (env=pool, 2-2 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 2-2 ph_units does not overlap any canonical range for ph/pool (checked: range-ph-pool-chlorine-routine, range-ph-pool-narrow-operational)."
4031e14f0dada9ba,"Root causes of high pool pH Cause Why it raises pH How to address CO2 off-gassing Dissolved CO2 forms carbonic acid; losing CO2 removes acid Regular acid additions; lower TA Total alkalinity too high TA buffers against acid; pH rebounds after each correction Lower TA to 80–100 ppm first Waterfalls, …",ph,"guides/ph/what-causes-high-pool-ph.html (env=pool, 2-2 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 2-2 ph_units does not overlap any canonical range for ph/pool (checked: range-ph-pool-chlorine-routine, range-ph-pool-narrow-operational)."
9dee8cd324eeb13a,"Root causes of high pool pH Cause Why it raises pH How to address CO2 off-gassing Dissolved CO2 forms carbonic acid; losing CO2 removes acid Regular acid additions; lower TA Total alkalinity too high TA buffers against acid; pH rebounds after each correction Lower TA to 80–100 ppm first Waterfalls, …",ph,"guides/ph/what-causes-high-pool-ph.html (env=pool, 2-2 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 2-2 ph_units does not overlap any canonical range for ph/pool (checked: range-ph-pool-chlorine-routine, range-ph-pool-narrow-operational)."
31e599f7d97446c1,"Root causes of high pool pH Cause Why it raises pH How to address CO2 off-gassing Dissolved CO2 forms carbonic acid; losing CO2 removes acid Regular acid additions; lower TA Total alkalinity too high TA buffers against acid; pH rebounds after each correction Lower TA to 80–100 ppm first Waterfalls, …",ph,"guides/ph/what-causes-high-pool-ph.html (env=pool, 2-2 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 2-2 ph_units does not overlap any canonical range for ph/pool (checked: range-ph-pool-chlorine-routine, range-ph-pool-narrow-operational)."
53731e49e6992cd0,"Why Pool pH Keeps Rising Quick Answer Pool pH rises naturally because CO2 constantly off-gasses from the water, which removes the acid that keeps pH stable.",ph,"guides/ph/why-pool-ph-keeps-rising.html (env=pool, 2-2 ph_units)",,MECHANICAL_CLASSIFICATION_ONLY,CONFLICTING,SOURCE_CONFLICT,"Value 2-2 ph_units does not overlap any canonical range for ph/pool (checked: range-ph-pool-chlorine-routine, range-ph-pool-narrow-operational)."
