claim_id,source_url,source_file,source_claim,parameter_id,minimum,maximum,unit,value_type,environment,claim_type,extraction_status,scientific_review_status,source_registry_ids,review_required,notes
eb909063c93c356a,programmatic/behavior/how-often-to-test-pool-water.html,programmatic/behavior/how-often-to-test-pool-water.html,Test often Open calculator Open calculator Go deeper Advanced: How to lower pool pH Edge case: Hot tub chlorine too high Related Pool Chemistry Guides Related in this topic Cya Matrix Index Index — 1 Index — 2 Index — 3 Related topics Hot tub pH calculator Pool alkalinity calculator Tools Full pool …,cyanuric_acid,1,1,,unknown,both,RULE_OF_THUMB,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,,false,"Rejected: cyanuric_acid does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
259479bbfbd568e7,programmatic/behavior/how-often-to-test-pool-water.html,programmatic/behavior/how-often-to-test-pool-water.html,Test often Open calculator Open calculator Go deeper Advanced: How to lower pool pH Edge case: Hot tub chlorine too high Related Pool Chemistry Guides Related in this topic Cya Matrix Index Index — 1 Index — 2 Index — 3 Related topics Hot tub pH calculator Pool alkalinity calculator Tools Full pool …,cyanuric_acid,2,2,,unknown,both,RULE_OF_THUMB,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,,false,"Rejected: cyanuric_acid does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
f5190a148de4cef8,programmatic/behavior/how-often-to-test-pool-water.html,programmatic/behavior/how-often-to-test-pool-water.html,Test often Open calculator Open calculator Go deeper Advanced: How to lower pool pH Edge case: Hot tub chlorine too high Related Pool Chemistry Guides Related in this topic Cya Matrix Index Index — 1 Index — 2 Index — 3 Related topics Hot tub pH calculator Pool alkalinity calculator Tools Full pool …,ph,3,3,ph_units,ph_value,both,RULE_OF_THUMB,CORRECT_EXTRACTION,REQUIRES_REVIEW,,true,
d45542047df0474d,programmatic/behavior/how-often-to-test-pool-water.html,programmatic/behavior/how-often-to-test-pool-water.html,"Adjust dosing when conditions change (weather, usage, parties).",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
526f7aae14b75e53,programmatic/behavior/how-often-to-test-pool-water.html,programmatic/behavior/how-often-to-test-pool-water.html,Testing is cheap compared to draining a green pool or replacing a heater scaled by bad pH.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
4fb7a720b02ce237,programmatic/behavior/how-often-to-test-pool-water.html,programmatic/behavior/how-often-to-test-pool-water.html,"Recommended Levels Free chlorine: 1–3 ppm (pools) pH balance: 7.2–7.6 Test cadence: 2–3× weekly (busy pools) What Happens If Levels Are Off Rare testing lets pH or sanitizer leave safe ranges for days, increasing algae risk and surface damage.",free_chlorine,1,3,ppm,concentration,pool,RANGE,CORRECT_EXTRACTION,SUPPORTED,,false,
97a7651ecb7ebae3,programmatic/behavior/how-often-to-test-pool-water.html,programmatic/behavior/how-often-to-test-pool-water.html,"Recommended Levels Free chlorine: 1–3 ppm (pools) pH balance: 7.2–7.6 Test cadence: 2–3× weekly (busy pools) What Happens If Levels Are Off Rare testing lets pH or sanitizer leave safe ranges for days, increasing algae risk and surface damage.",ph,7.2,7.6,ph_units,ph_value,pool,RANGE,CORRECT_EXTRACTION,SUPPORTED,,false,
86231929265bc824,programmatic/behavior/how-often-to-test-pool-water.html,programmatic/behavior/how-often-to-test-pool-water.html,"Recommended Levels Free chlorine: 1–3 ppm (pools) pH balance: 7.2–7.6 Test cadence: 2–3× weekly (busy pools) What Happens If Levels Are Off Rare testing lets pH or sanitizer leave safe ranges for days, increasing algae risk and surface damage.",ph,2,3,ph_units,ph_value,pool,RANGE,CORRECT_EXTRACTION,REQUIRES_REVIEW,,true,
202c69839c1a421b,programmatic/behavior/how-often-to-test-pool-water.html,programmatic/behavior/how-often-to-test-pool-water.html,Guessing chemical adds without readings causes cumulative error—each wrong dose makes the next correction harder.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
22b0c1b83dac0a7c,programmatic/behavior/how-often-to-test-pool-water.html,programmatic/behavior/how-often-to-test-pool-water.html,Ignoring stabilizer or salt levels while watching only pH leads to “mystery” chlorine loss in sunlight.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
07a348d6c0f132bf,programmatic/behavior/how-often-to-test-pool-water.html,programmatic/behavior/how-often-to-test-pool-water.html,"After heavy rain, test once circulation has mixed for an hour.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
fcebdee217728f5f,programmatic/behavior/how-often-to-test-pool-water.html,programmatic/behavior/how-often-to-test-pool-water.html,"When in doubt, test before adding—never dose blind after a vacation.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
bd6a3abb15a0191b,programmatic/behavior/how-often-to-test-pool-water.html,programmatic/behavior/how-often-to-test-pool-water.html,For low-use pools it can be—most active pools benefit from 2–3× weekly chlorine/pH tests.,ph,2,3,ph_units,ph_value,pool,RANGE,CORRECT_EXTRACTION,REQUIRES_REVIEW,,true,
6671925b5990a03f,programmatic/behavior/how-often-to-test-pool-water.html,programmatic/behavior/how-often-to-test-pool-water.html,Chlorine and pH most often; alkalinity and stabilizer on a weekly cadence or when problems appear.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
cb8cf7f45a31348a,programmatic/behavior/how-often-to-test-pool-water.html,programmatic/behavior/how-often-to-test-pool-water.html,Confirms the dose moved chemistry where you expected before making another change.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
25414e5190894f6f,programmatic/behavior/index.html,programmatic/behavior/index.html,"Featured Content How Often to Shock a Pool (Weekly Guide) | Pool Water Chemistry Guide Shock on a smart schedule—after parties, storms, or algae risk.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
e20c15a55216957a,programmatic/behavior/index.html,programmatic/behavior/index.html,How Often to Test Pool Water (Simple Schedule) | Pool Water Chemistry Guide Test chlorine and pH several times weekly—catch drift before it becomes a costly fix.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
94a70d626c97280e,programmatic/behavior/index.html,programmatic/behavior/index.html,When to Add Chlorine to a Pool (Best Time) | Pool Water Chemistry Guide Add chlorine when readings fall below target—often evening dosing reduces UV loss.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
e6a1277c527d5532,programmatic/behavior/index.html,programmatic/behavior/index.html,Category Cards How Often to Shock a Pool (Weekly Guide) | Pool Water Chemistry Guide Browse how often to shock pool content.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
e415cf2b9e6fe36b,programmatic/behavior/index.html,programmatic/behavior/index.html,Popular Calculators Calculators Hub Pool Chemical Calculator (Exact Levels in 30 Seconds) Hot Tub Chemical Calculator (Safe Levels in 30 Seconds) Hot Tub pH Calculator Hot Tub Shock Calculator Pool Alkalinity Calculator Pool Chlorine Calculator (Ounces from Volume + ppm) Pool Cyanuric Acid Calculato…,ph,30,30,,unknown,both,RANGE,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,,false,"Rejected: ph does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
817b6fa1dee71687,programmatic/behavior/index.html,programmatic/behavior/index.html,Popular Calculators Calculators Hub Pool Chemical Calculator (Exact Levels in 30 Seconds) Hot Tub Chemical Calculator (Safe Levels in 30 Seconds) Hot Tub pH Calculator Hot Tub Shock Calculator Pool Alkalinity Calculator Pool Chlorine Calculator (Ounces from Volume + ppm) Pool Cyanuric Acid Calculato…,ph,30,30,,unknown,both,RANGE,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,,false,"Rejected: ph does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
0a22487475be6ea6,programmatic/behavior/when-to-add-chlorine.html,programmatic/behavior/when-to-add-chlorine.html,Add chlorine when free chlorine falls below your target—often in the evening to reduce UV loss.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
211baa14e53b62f8,programmatic/behavior/when-to-add-chlorine.html,programmatic/behavior/when-to-add-chlorine.html,"In most pools, dosing small amounts more often beats rare huge dumps.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
d20bc7f9667d05db,programmatic/behavior/when-to-add-chlorine.html,programmatic/behavior/when-to-add-chlorine.html,Add chlorine when free chlorine falls below your target—often in the evening to reduce UV loss.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
24cb6e17b7ffdf19,programmatic/behavior/when-to-add-chlorine.html,programmatic/behavior/when-to-add-chlorine.html,"In most pools, dosing small amounts more often beats rare huge dumps.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
359380cd46489b0d,programmatic/behavior/when-to-add-chlorine.html,programmatic/behavior/when-to-add-chlorine.html,Test often Open calculator Open calculator Go deeper Advanced: Chlorine vs bromine comparison Edge case: Does rain lower pool pH Related Pool Chemistry Guides Related in this topic Why Pool Wont Hold Chlorine High Cya Chlorine Lock Over Shocking Pool Effects Pool Temperature Effect Chlorine Swimming…,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
e0b55d3af35e01b4,programmatic/behavior/when-to-add-chlorine.html,programmatic/behavior/when-to-add-chlorine.html,"Adjust dosing when conditions change (weather, usage, parties).",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
d200446332e3ade7,programmatic/behavior/when-to-add-chlorine.html,programmatic/behavior/when-to-add-chlorine.html,"Hot tubs may need daily checks. · When it changes: Sun, heat, bather load, and rain all burn sanitizer faster.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
83fd6e7625d9235a,programmatic/behavior/when-to-add-chlorine.html,programmatic/behavior/when-to-add-chlorine.html,"After shock events, wait until levels are safe before swimming.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
98edc26345a224e3,programmatic/behavior/when-to-add-chlorine.html,programmatic/behavior/when-to-add-chlorine.html,"Evening dosing is a tactic, not a rule: if your chlorine is critically low midday and the pool is in use tonight, a measured morning add with circulation can be appropriate.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
4f573fb435d69c80,programmatic/behavior/when-to-add-chlorine.html,programmatic/behavior/when-to-add-chlorine.html,The goal is matching dose size to measured demand.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
c73126122a098ffa,programmatic/behavior/when-to-add-chlorine.html,programmatic/behavior/when-to-add-chlorine.html,Automatic feeders and salt systems change rhythm but still need verification tests—electronics drift and storms still happen.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
b00b2196027bc346,programmatic/behavior/when-to-add-chlorine.html,programmatic/behavior/when-to-add-chlorine.html,Recommended Levels Free chlorine: 1–3 ppm (pools) pH balance: 7.2–7.6 Test cadence: 2–3× weekly (busy pools) What Happens If Levels Are Off Adding large chlorine doses without retesting risks overshoot and extended no-swim periods.,free_chlorine,1,3,ppm,concentration,pool,RANGE,CORRECT_EXTRACTION,SUPPORTED,,false,
b349781d6c4014c9,programmatic/behavior/when-to-add-chlorine.html,programmatic/behavior/when-to-add-chlorine.html,Recommended Levels Free chlorine: 1–3 ppm (pools) pH balance: 7.2–7.6 Test cadence: 2–3× weekly (busy pools) What Happens If Levels Are Off Adding large chlorine doses without retesting risks overshoot and extended no-swim periods.,ph,7.2,7.6,ph_units,ph_value,pool,RANGE,CORRECT_EXTRACTION,SUPPORTED,,false,
8a027857590b1229,programmatic/behavior/when-to-add-chlorine.html,programmatic/behavior/when-to-add-chlorine.html,Recommended Levels Free chlorine: 1–3 ppm (pools) pH balance: 7.2–7.6 Test cadence: 2–3× weekly (busy pools) What Happens If Levels Are Off Adding large chlorine doses without retesting risks overshoot and extended no-swim periods.,ph,2,3,ph_units,ph_value,pool,RANGE,CORRECT_EXTRACTION,REQUIRES_REVIEW,,true,
0f1adfd5167bfaa1,programmatic/behavior/when-to-add-chlorine.html,programmatic/behavior/when-to-add-chlorine.html,"Waiting too long between checks in heat waves lets sanitizer hit zero, inviting algae in 24–48 hours.",algae,24,48,hours,duration,unspecified,RANGE,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,,false,"Rejected: algae does not accept a duration value -- likely extraction noise, not a real claim about this parameter."
8cc5fbee691b03a3,programmatic/behavior/when-to-add-chlorine.html,programmatic/behavior/when-to-add-chlorine.html,Dosing only by “how blue the water looks” misses early problems visible only on a test pad.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
042ddf4e9395679a,programmatic/behavior/when-to-add-chlorine.html,programmatic/behavior/when-to-add-chlorine.html,"Quick tips When below target, dose in partial amounts; retest before doubling down.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
00b1cd9d42b54d02,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,"For a 10,000-gallon pool, dose depends on current ppm and target.",,10000,10000,,unknown,pool,RANGE,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,,false,No chemistry-parameter mention found near this numeric value in its clause.
e35a8d124d46510a,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,Most pools maintain free chlorine at 1–3 ppm —use the table or calculator for exact ounces.,free_chlorine,1,3,ppm,concentration,pool,RANGE,CORRECT_EXTRACTION,SUPPORTED,,false,
e06ece9450008f4d,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,Dosing uses your pool volume and test results.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
409dc5734de4e52e,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,The table below estimates ounces from 0 ppm; run the calculator with your current ppm for a precise dose.,,0,0,ppm,concentration,unspecified,RANGE,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,,false,No chemistry-parameter mention found near this numeric value in its clause.
9be57ccb2d754aa0,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,"Test first Get exact dosing Open Pool Chlorine Calculator Go deeper Advanced: Chlorine vs bromine comparison Edge case: Why pool pH keeps rising Related Pool Chemistry Guides Related in this topic Chlorine for 12,000 gal pool Chlorine for 15,000 gal pool Chlorine for 18,000 gal pool Chlorine for 20,…",ph,12000,12000,gal,volume,pool,RANGE,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,,false,"Rejected: ph does not accept a volume value -- likely extraction noise, not a real claim about this parameter."
35c83cd2a9fd9d93,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,"Test first Get exact dosing Open Pool Chlorine Calculator Go deeper Advanced: Chlorine vs bromine comparison Edge case: Why pool pH keeps rising Related Pool Chemistry Guides Related in this topic Chlorine for 12,000 gal pool Chlorine for 15,000 gal pool Chlorine for 18,000 gal pool Chlorine for 20,…",ph,15000,15000,gal,volume,pool,RANGE,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,,false,"Rejected: ph does not accept a volume value -- likely extraction noise, not a real claim about this parameter."
e546f3a93854cba0,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,"Test first Get exact dosing Open Pool Chlorine Calculator Go deeper Advanced: Chlorine vs bromine comparison Edge case: Why pool pH keeps rising Related Pool Chemistry Guides Related in this topic Chlorine for 12,000 gal pool Chlorine for 15,000 gal pool Chlorine for 18,000 gal pool Chlorine for 20,…",ph,18000,18000,gal,volume,pool,RANGE,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,,false,"Rejected: ph does not accept a volume value -- likely extraction noise, not a real claim about this parameter."
7adcac994848ea83,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,"Test first Get exact dosing Open Pool Chlorine Calculator Go deeper Advanced: Chlorine vs bromine comparison Edge case: Why pool pH keeps rising Related Pool Chemistry Guides Related in this topic Chlorine for 12,000 gal pool Chlorine for 15,000 gal pool Chlorine for 18,000 gal pool Chlorine for 20,…",ph,20,20,,unknown,pool,RANGE,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,,false,"Rejected: ph does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
699a02b96bc4e6c7,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,Adjust toward the recommended 1–3 ppm range for most pools.,,1,3,ppm,concentration,pool,RANGE,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,,false,No chemistry-parameter mention found near this numeric value in its clause.
e083a46c9219a9aa,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,"What This Means Free chlorine exists mainly as hypochlorous acid and hypochlorite—those forms kill bacteria, viruses, and algae while oxidizing sweat, oils, and debris.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
1776aa19ea748e1a,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,"For a 10,000-gallon pool , label dosing and reference tables assume known volume, known product strength, and a clear starting point for ppm.",,10000,10000,,unknown,pool,RANGE,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,,false,No chemistry-parameter mention found near this numeric value in its clause.
e78ff73a8cbdf815,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,"Real pools rarely match every assumption: cyanuric acid (CYA) buffers UV loss but changes how much measured chlorine is immediately active; bather load, leaves, pollen, and warm water all raise sanitizer demand.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
e2fa94a227f4e1c6,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,"Always measure current free chlorine before adding, then use the Pool Chlorine Calculator so ounces match your readings—not pool size alone.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
bb86fb3180edb09d,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,"Recommended Levels Chlorine: 1–3 ppm free Recommended pH: 7.2–7.6 Total alkalinity: 80–120 ppm (typical) What Happens If Levels Are Off Running too little free chlorine leaves water vulnerable to bacteria, algae, and murky conditions.",ph,1,3,ppm,concentration,unspecified,RANGE,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,,false,"Rejected: ph does not accept a concentration value -- likely extraction noise, not a real claim about this parameter."
626fa3346e1e0311,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,"Recommended Levels Chlorine: 1–3 ppm free Recommended pH: 7.2–7.6 Total alkalinity: 80–120 ppm (typical) What Happens If Levels Are Off Running too little free chlorine leaves water vulnerable to bacteria, algae, and murky conditions.",ph,7.2,7.6,ph_units,ph_value,unspecified,RANGE,CORRECT_EXTRACTION,SUPPORTED,,false,
89d1ad34409d892d,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,"Recommended Levels Chlorine: 1–3 ppm free Recommended pH: 7.2–7.6 Total alkalinity: 80–120 ppm (typical) What Happens If Levels Are Off Running too little free chlorine leaves water vulnerable to bacteria, algae, and murky conditions.",total_alkalinity,80,120,ppm,concentration,unspecified,RANGE,CORRECT_EXTRACTION,SUPPORTED,,false,
34c7af492b72cb4c,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,"You may notice green or cloudy water, slippery walls, or a strong “chlorine smell” from chloramines when sanitizer cannot keep up with organic load.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
640f277a7e6ba448,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,Repeated overdosing wastes chemicals and can throw off pH if you never retest between adds.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
2342bc9f1e618bd2,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,Misjudging pool volume leads to systematic under- or overdosing all season.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
adfccbd75185fefa,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-10000-gallon-pool.html,Quick tips Test free chlorine and pH at least twice weekly during swim season; test more often after storms or heavy use.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
bd2697f0f027cff0,programmatic/chlorine/how-much-chlorine-for-12000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-12000-gallon-pool.html,"For a 12,000-gallon pool, dose depends on current ppm and target.",,12000,12000,,unknown,pool,RANGE,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,,false,No chemistry-parameter mention found near this numeric value in its clause.
b359ddfee66958a1,programmatic/chlorine/how-much-chlorine-for-12000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-12000-gallon-pool.html,Most pools maintain free chlorine at 1–3 ppm —use the table or calculator for exact ounces.,free_chlorine,1,3,ppm,concentration,pool,RANGE,CORRECT_EXTRACTION,SUPPORTED,,false,
e5b914841b7bff6e,programmatic/chlorine/how-much-chlorine-for-12000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-12000-gallon-pool.html,Dosing uses your pool volume and test results.,,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
3a140c392d745005,programmatic/chlorine/how-much-chlorine-for-12000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-12000-gallon-pool.html,The table below estimates ounces from 0 ppm; run the calculator with your current ppm for a precise dose.,,0,0,ppm,concentration,unspecified,RANGE,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,,false,No chemistry-parameter mention found near this numeric value in its clause.
18899092e46ade99,programmatic/chlorine/how-much-chlorine-for-12000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-12000-gallon-pool.html,"Test first Get exact dosing Open Pool Chlorine Calculator Go deeper Advanced: Hot tub alkalinity too high Edge case: Pool temperature & chlorine Related Pool Chemistry Guides Related in this topic Chlorine for 18,000 gal pool Chlorine for 20,000 gal pool Chlorine for 25,000 gal pool Chlorine for 30,…",water_temperature,18000,18000,gal,volume,both,RANGE,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,,false,"Rejected: water_temperature does not accept a volume value -- likely extraction noise, not a real claim about this parameter."
6abaeb2261a61646,programmatic/chlorine/how-much-chlorine-for-12000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-12000-gallon-pool.html,"Test first Get exact dosing Open Pool Chlorine Calculator Go deeper Advanced: Hot tub alkalinity too high Edge case: Pool temperature & chlorine Related Pool Chemistry Guides Related in this topic Chlorine for 18,000 gal pool Chlorine for 20,000 gal pool Chlorine for 25,000 gal pool Chlorine for 30,…",water_temperature,20000,20000,gal,volume,both,RANGE,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,,false,"Rejected: water_temperature does not accept a volume value -- likely extraction noise, not a real claim about this parameter."
9015a562edce5a1e,programmatic/chlorine/how-much-chlorine-for-12000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-12000-gallon-pool.html,"Test first Get exact dosing Open Pool Chlorine Calculator Go deeper Advanced: Hot tub alkalinity too high Edge case: Pool temperature & chlorine Related Pool Chemistry Guides Related in this topic Chlorine for 18,000 gal pool Chlorine for 20,000 gal pool Chlorine for 25,000 gal pool Chlorine for 30,…",water_temperature,25000,25000,gal,volume,both,RANGE,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,,false,"Rejected: water_temperature does not accept a volume value -- likely extraction noise, not a real claim about this parameter."
0a127c1f0366b617,programmatic/chlorine/how-much-chlorine-for-12000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-12000-gallon-pool.html,"Test first Get exact dosing Open Pool Chlorine Calculator Go deeper Advanced: Hot tub alkalinity too high Edge case: Pool temperature & chlorine Related Pool Chemistry Guides Related in this topic Chlorine for 18,000 gal pool Chlorine for 20,000 gal pool Chlorine for 25,000 gal pool Chlorine for 30,…",water_temperature,30,30,,unknown,both,RANGE,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,,false,"Rejected: water_temperature does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
e0bbd2104357fc29,programmatic/chlorine/how-much-chlorine-for-12000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-12000-gallon-pool.html,Adjust toward the recommended 1–3 ppm range for most pools.,,1,3,ppm,concentration,pool,RANGE,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,,false,No chemistry-parameter mention found near this numeric value in its clause.
461e46a9f6006e58,programmatic/chlorine/how-much-chlorine-for-12000-gallon-pool.html,programmatic/chlorine/how-much-chlorine-for-12000-gallon-pool.html,"What This Means Free chlorine exists mainly as hypochlorous acid and hypochlorite—those forms kill bacteria, viruses, and algae while oxidizing sweat, oils, and debris.",,,,,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,,false,No numeric chemistry value found in this claim (editorial/non-numeric text).
