url,page_type,primary_intent,secondary_intent,target_entity_parameter,search_stage,canonical_role
"https://waterbalancetools.com/reference/pool-chemical-timeline","reference-page","reference-page","find_calculator","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/pool-chemicals-explained","reference-page","reference-page","none_observed","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/pool-chemistry-reference","reference-page","reference-page","reference_lookup","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/pool-shape-guide","reference-page","reference-page","find_calculator","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/pool-volume-reference","reference-page","reference-page","find_calculator","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/printable-resources-index","reference-page","reference-page","reference_lookup","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/pump-sizing","reference-page","reference-page","find_calculator","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/recommended-water-temperature","reference-page","reference-page","find_calculator","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/salt-matrix","reference-page","reference-page","find_calculator","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/salt-water-generator-explained","reference-page","reference-page","quick_answer","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/shock-dosage-matrix","reference-page","reference-page","find_calculator","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/shock-treatment-explained","reference-page","reference-page","quick_answer","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/testing-frequency","reference-page","reference-page","find_calculator","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/total-alkalinity-explained","reference-page","reference-page","quick_answer","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/vacation-rental-maintenance-schedule","reference-page","reference-page","find_calculator","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/water-balance-checklist","reference-page","reference-page","find_calculator","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/reference/water-replacement-guidelines","reference-page","reference-page","find_calculator","reference","REFERENCE","reference_article"
"https://waterbalancetools.com/releases/1.0.0","release-notes","release-notes","reference_lookup","releases","INFORMATIONAL","supporting_content"
"https://waterbalancetools.com/releases/1.1.0","release-notes","release-notes","reference_lookup","releases","INFORMATIONAL","supporting_content"
"https://waterbalancetools.com/releases/compatibility","release-notes","release-notes","reference_lookup","releases","INFORMATIONAL","supporting_content"
"https://waterbalancetools.com/releases/","release-notes","release-notes","none_observed","releases","INFORMATIONAL","supporting_content"
"https://waterbalancetools.com/resources/airbnb-pool-turnover-checklist","resource","resource","find_calculator","resources","TRANSACTIONAL-ADJACENT","supporting_content"
"https://waterbalancetools.com/resources/hot-tub-maintenance-log","resource","resource","find_calculator","resources","TRANSACTIONAL-ADJACENT","supporting_content"
"https://waterbalancetools.com/resources/","resource-hub","resource-hub","none_observed","resources","DISCOVERY","supporting_content"
"https://waterbalancetools.com/resources/pool-chemical-log-sheet","resource","resource","find_calculator","resources","TRANSACTIONAL-ADJACENT","supporting_content"
"https://waterbalancetools.com/resources/pool-closing-checklist","resource","resource","find_calculator","resources","TRANSACTIONAL-ADJACENT","supporting_content"
"https://waterbalancetools.com/resources/pool-maintenance-checklist","resource","resource","find_calculator","resources","TRANSACTIONAL-ADJACENT","supporting_content"
"https://waterbalancetools.com/resources/pool-opening-checklist","resource","resource","find_calculator","resources","TRANSACTIONAL-ADJACENT","supporting_content"
"https://waterbalancetools.com/resources/pool-shock-log","resource","resource","find_calculator","resources","TRANSACTIONAL-ADJACENT","supporting_content"
"https://waterbalancetools.com/resources/water-test-log","resource","resource","find_calculator","resources","TRANSACTIONAL-ADJACENT","supporting_content"
"https://waterbalancetools.com/revisions/","revision-log","revision-log","reference_lookup","revisions","INFORMATIONAL","supporting_content"
"https://waterbalancetools.com/salt-water-pool-chemical-levels-chart","chart","lookup_reference_range_root","quick_answer","root","REFERENCE","reference_table"
