"claim_id","entity_id","url","source_text","claim_type","parameter","value","unit","environment","scenario","current_status","priority","reason","research_required","target_source_type","final_disposition"
"ec-shock-treatment-0145","shock-treatment","https://waterbalancetools.com/entities/shock-treatment","Always shock after dark to prevent UV degradation of the added chlorine.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-breakpoint-chlorination-0146","breakpoint-chlorination","https://waterbalancetools.com/entities/breakpoint-chlorination","Breakpoint chlorination is the process of adding enough chlorine to destroy all combined chlorine (chloramines) in pool water.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-breakpoint-chlorination-0148","breakpoint-chlorination","https://waterbalancetools.com/entities/breakpoint-chlorination","Below this threshold, adding chlorine merely adds to combined chlorine; above it, all combined chlorine is oxidized and destroyed.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-breakpoint-chlorination-0149","breakpoint-chlorination","https://waterbalancetools.com/entities/breakpoint-chlorination","The term ""breakpoint"" describes the inflection point on the chlorine demand curve where adding more chlorine actually increases free chlorine rather than increasing combined chlorine.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-backwashing-0152","backwashing","https://waterbalancetools.com/entities/backwashing","It is initiated when the filter pressure gauge reads 8–10 psi above the clean baseline.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-backwashing-0153","backwashing","https://waterbalancetools.com/entities/backwashing","The multiport valve is turned to ""Backwash,"" the pump is run until water runs clear (typically 2–5 minutes), then switched to ""Rinse"" for 30–60 seconds to reseat the sand before returning to ""Filter."" Backwashing removes water from the pool — factor this into water level management.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-backwashing-0154","backwashing","https://waterbalancetools.com/entities/backwashing","DE filters require adding fresh DE powder after backwashing to recharged the filter grids.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-winterization-0156","winterization","https://waterbalancetools.com/entities/winterization","Hot tub winterization involves either proper insulation and continuous low-level heating, or full draining.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-pool-opening-0157","pool-opening","https://waterbalancetools.com/entities/pool-opening","Pool opening (spring start-up) is the systematic process of bringing a winterized pool back into service: removing the cover and cleaning it, removing winter plugs and reinstalling equipment, reconnecting the pump and filter, filling to proper water level, starting the pump and checking for leaks, then testing and balancing all water chemistry parameters before the first swim.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-pool-opening-0158","pool-opening","https://waterbalancetools.com/entities/pool-opening","Pool opening chemistry typically requires more adjustment than weekly maintenance because water chemistry changes significantly during winter shutdown.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-pool-opening-0159","pool-opening","https://waterbalancetools.com/entities/pool-opening","A complete water balance is the final step before opening for swimming.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-water-replacement-0160","water-replacement","https://waterbalancetools.com/entities/water-replacement","Water replacement (partial or full drain and refill) is the only way to reduce CYA, calcium hardness, TDS, and salt when they exceed maximum levels.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-water-replacement-0161","water-replacement","https://waterbalancetools.com/entities/water-replacement","A partial drain replaces a percentage of the water — a 50% drain reduces all dissolved compounds by 50%.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-water-replacement-0162","water-replacement","https://waterbalancetools.com/entities/water-replacement","Hot tubs require complete water changes every 3–4 months due to high bather-to-water ratios that accelerate TDS and combined chlorine accumulation.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-filtration-0166","filtration","https://waterbalancetools.com/entities/filtration","Filtration is the continuous process of circulating pool water through a filter to remove suspended particles — algae, dust, debris, dead skin cells, and other particulate matter.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-filtration-0167","filtration","https://waterbalancetools.com/entities/filtration","Effective filtration requires adequate pump flow rate, properly sized filter, regular cleaning, and sufficient daily pump run time.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-filtration-0168","filtration","https://waterbalancetools.com/entities/filtration","Filtration does not replace chemical sanitization but works synergistically — the filter removes the physical matter that would otherwise increase chemical demand.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-testing-0169","testing","https://waterbalancetools.com/entities/testing","Water testing is the foundation of pool maintenance.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-testing-0170","testing","https://waterbalancetools.com/entities/testing","Accurate, regular testing of free chlorine, combined chlorine, pH, alkalinity, calcium hardness, and CYA enables correct chemical dosing.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-testing-0171","testing","https://waterbalancetools.com/entities/testing","Test methods include: test strips (fast but less precise), DPD liquid test kits (more accurate, color-based), digital photometric testers (highest accuracy), and professional testing by a pool store.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-testing-0172","testing","https://waterbalancetools.com/entities/testing","Testing frequency varies by parameter: FC and pH should be tested twice weekly; alkalinity and calcium monthly.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-testing-0173","testing","https://waterbalancetools.com/entities/testing","Test before every soak in a hot tub.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-sanitizing-0174","sanitizing","https://waterbalancetools.com/entities/sanitizing","Sanitizing is the ongoing process of maintaining sufficient disinfectant (free chlorine, bromine, or alternative) to kill bacteria, viruses, and other pathogens in pool water.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-oxidation-0177","oxidation","https://waterbalancetools.com/entities/oxidation","Oxidation is the chemical reaction that destroys organic matter, combined chlorine (chloramines), swimmer waste, and other contaminants in pool water.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-oxidation-0178","oxidation","https://waterbalancetools.com/entities/oxidation","While free chlorine both sanitizes (kills pathogens) and oxidizes (destroys organic matter), pools with high bather loads may have more oxidation demand than chlorine sanitization demand.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-oxidation-0179","oxidation","https://waterbalancetools.com/entities/oxidation","Non-chlorine oxidizers (potassium monopersulfate, hydrogen peroxide) can handle the oxidation load while preserving free chlorine for sanitization.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-oxidation-0180","oxidation","https://waterbalancetools.com/entities/oxidation","Regular oxidation keeps combined chlorine low, prevents chlorine odor, and maintains water clarity.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-balancing-0182","balancing","https://waterbalancetools.com/entities/balancing","The correct order matters: adjust alkalinity first (it determines how much acid/base is needed for pH), then pH, then calcium hardness, then CYA, then chlorine.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-balancing-0183","balancing","https://waterbalancetools.com/entities/balancing","The final check is the LSI — if all individual parameters are in range, the LSI confirms the combination is balanced.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-maintenance-checklist-0185","maintenance-checklist","https://waterbalancetools.com/entities/maintenance-checklist","The Pool Maintenance Checklist is a free printable resource that guides residential pool owners through weekly pool care: testing water chemistry, adding chemicals, cleaning skimmer baskets, brushing walls, checking filter pressure, and verifying equipment operation.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-maintenance-checklist-0186","maintenance-checklist","https://waterbalancetools.com/entities/maintenance-checklist","Following a consistent checklist prevents the buildup of problems that lead to expensive treatments.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-maintenance-log-0187","maintenance-log","https://waterbalancetools.com/entities/maintenance-log","The Hot Tub Maintenance Log tracks daily and weekly spa chemistry readings, chemical doses, filter cleaning, and water change dates.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-chemical-log-0188","chemical-log","https://waterbalancetools.com/entities/chemical-log","It is especially useful for vacation rental operators who must demonstrate chemical compliance and for multi-property managers tracking chemical costs.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-vacation-rental-checklist-0189","vacation-rental-checklist","https://waterbalancetools.com/entities/vacation-rental-checklist","The Vacation Rental Pool Turnover Checklist provides a structured protocol for testing, adjusting, and documenting pool chemistry at the start of each guest stay.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-water-test-sheet-0192","water-test-sheet","https://waterbalancetools.com/entities/water-test-sheet","The Water Test Log provides a structured format for recording all pool or hot tub chemistry test results over time: free chlorine, pH, alkalinity, calcium hardness, CYA, salt, and any notes on chemical additions or pool events.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-water-test-sheet-0193","water-test-sheet","https://waterbalancetools.com/entities/water-test-sheet","Tracking readings over time reveals chemistry trends, helps diagnose recurring problems, and supports informed decisions about when water replacement is needed.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-opening-checklist-0194","opening-checklist","https://waterbalancetools.com/entities/opening-checklist","The Pool Opening Checklist guides pool owners through the spring startup process: removing the cover, reinstalling equipment, filling to proper level, starting the pump, and completing a full water balance before the first swim.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-opening-checklist-0195","opening-checklist","https://waterbalancetools.com/entities/opening-checklist","It provides space for recording test results and chemical additions during the opening process.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-closing-checklist-0196","closing-checklist","https://waterbalancetools.com/entities/closing-checklist","The Pool Closing Checklist provides a structured process for winterizing a pool: balancing chemistry, adding winter chemicals, lowering water level, blowing out plumbing, installing freeze plugs, removing equipment, and covering the pool.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-emergency-reference-0198","emergency-reference","https://waterbalancetools.com/entities/emergency-reference","The Emergency Recovery Reference provides concise protocols for the most urgent pool chemistry situations: green pool recovery, zero chlorine restoration, chemical overdose response, and equipment failure response.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-cloudy-water-0200","cloudy-water","https://waterbalancetools.com/entities/cloudy-water","Start by testing all parameters, correcting chemistry, and running the filter continuously until clarity returns.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-green-water-0201","green-water","https://waterbalancetools.com/entities/green-water","Green pool water is almost always caused by an algae bloom — typically green algae — resulting from insufficient free chlorine.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-green-water-0202","green-water","https://waterbalancetools.com/entities/green-water","Contributing factors include CYA too high (reducing chlorine effectiveness), missed shock treatments, heavy rain (diluting chlorine), extended periods without service, or pump failure.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-foaming-0207","foaming","https://waterbalancetools.com/entities/foaming","Mild foaming can be treated with an anti-foam agent as a temporary fix, but the underlying cause must be addressed: rinsing swimwear without soap, showering before entering, reducing algaecide dose, or changing the water if TDS is very high.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-scaling-0209","scaling","https://waterbalancetools.com/entities/scaling","It is caused by over-saturated water (positive LSI), which occurs when pH, calcium hardness, alkalinity, or temperature is too high.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-scaling-0210","scaling","https://waterbalancetools.com/entities/scaling","Treatment requires lowering the LSI by adjusting pH, alkalinity, and calcium hardness.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-corrosion-0214","corrosion","https://waterbalancetools.com/entities/corrosion","Contributing factors include low pH, low alkalinity, low calcium hardness, and high water temperature.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-corrosion-0215","corrosion","https://waterbalancetools.com/entities/corrosion","Treatment involves raising the LSI by adjusting the relevant parameters.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-algae-0217","algae","https://waterbalancetools.com/entities/algae","Algae are plant-like microorganisms that grow in pool water when free chlorine drops below effective levels.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-algae-0220","algae","https://waterbalancetools.com/entities/algae","Algae growth is fueled by nutrients (especially phosphates), warm water, sunlight, and insufficient chlorine.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-algae-0221","algae","https://waterbalancetools.com/entities/algae","Prevention requires maintaining adequate free chlorine relative to CYA level at all times.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-strong-chlorine-smell-0222","strong-chlorine-smell","https://waterbalancetools.com/entities/strong-chlorine-smell","The ""strong chlorine smell"" associated with pools is not caused by too much free chlorine — it is caused by combined chlorine (chloramines).","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-strong-chlorine-smell-0224","strong-chlorine-smell","https://waterbalancetools.com/entities/strong-chlorine-smell","Paradoxically, the solution is to add MORE chlorine (breakpoint chlorination) to destroy the chloramines, not less.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-strong-chlorine-smell-0225","strong-chlorine-smell","https://waterbalancetools.com/entities/strong-chlorine-smell","A well-maintained pool with low combined chlorine should have little to no chlorine smell.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-low-chlorine-0237","low-chlorine","https://waterbalancetools.com/entities/low-chlorine","When FC drops below the minimum for the current CYA level, the pool loses its primary protection against pathogens and algae.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-low-chlorine-0238","low-chlorine","https://waterbalancetools.com/entities/low-chlorine","Causes include: heavy bather loads, hot sunny weather (UV degradation), CYA too high (reducing chlorine activity), insufficient dosing frequency, or empty chlorinator.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-low-chlorine-0239","low-chlorine","https://waterbalancetools.com/entities/low-chlorine","The remedy is immediate addition of chlorine to restore FC to the target range.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-high-chlorine-0242","high-chlorine","https://waterbalancetools.com/entities/high-chlorine","It occurs after an accidental over-dose, feeder malfunction, or over-shocking.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-high-chlorine-0246","high-chlorine","https://waterbalancetools.com/entities/high-chlorine","Sodium thiosulfate can neutralize chlorine in emergencies but should be used sparingly — reducing FC too quickly can cause a rebound.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-high-chlorine-0247","high-chlorine","https://waterbalancetools.com/entities/high-chlorine","Running the pump without cover during daylight hours accelerates UV degradation of excess chlorine.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-low-ph-0250","low-ph","https://waterbalancetools.com/entities/low-ph","Low pH is commonly caused by adding too much acid, CO₂ from bather respiration, heavy rain (which is naturally acidic), and naturally acidic fill water.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-low-ph-0251","low-ph","https://waterbalancetools.com/entities/low-ph","Treatment involves adding soda ash (sodium carbonate) to raise pH, after first verifying alkalinity is in range.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-high-ph-0258","high-ph","https://waterbalancetools.com/entities/high-ph","High pH commonly results from adding too much soda ash, sodium bicarbonate increasing pH as a side effect, CO₂ off-gassing from aeration (waterfalls, jets), and some source water.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-high-ph-0259","high-ph","https://waterbalancetools.com/entities/high-ph","Treatment involves adding muriatic acid (hydrochloric acid) or dry acid (sodium bisulfate).","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-saltwater-pool-0262","saltwater-pool","https://waterbalancetools.com/entities/saltwater-pool","A saltwater pool is a chlorine pool that generates its own chlorine using a salt chlorinator (SWCG).","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-saltwater-pool-0265","saltwater-pool","https://waterbalancetools.com/entities/saltwater-pool","Salt pools still require the same chemistry balancing (pH, alkalinity, calcium, CYA) as traditionally chlorinated pools.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-indoor-pool-0267","indoor-pool","https://waterbalancetools.com/entities/indoor-pool","Indoor pools present unique challenges: without UV light, chlorine is not degraded and CYA is not needed (and is actually counterproductive in indoor settings).","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-indoor-pool-0269","indoor-pool","https://waterbalancetools.com/entities/indoor-pool","pH tends to rise in indoor pools due to CO₂ off-gassing into enclosed air.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-indoor-pool-0270","indoor-pool","https://waterbalancetools.com/entities/indoor-pool","Cyanuric acid should not be used in indoor pools.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-outdoor-pool-0271","outdoor-pool","https://waterbalancetools.com/entities/outdoor-pool","Outdoor pools are exposed to UV light that rapidly degrades free chlorine.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-outdoor-pool-0272","outdoor-pool","https://waterbalancetools.com/entities/outdoor-pool","Cyanuric acid (CYA) is essential for stabilizing chlorine in outdoor pools — without it, sunlight can destroy the chlorine within 30–60 minutes.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-outdoor-pool-0273","outdoor-pool","https://waterbalancetools.com/entities/outdoor-pool","Summer requires more frequent chlorine dosing due to both UV degradation and higher bather loads.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-hot-tub-0275","hot-tub","https://waterbalancetools.com/entities/hot-tub","The chemistry challenges are significant: high water temperature accelerates chemical reactions and chlorine demand; small volume means even one bather produces a significant bather load relative to total water; the high bather-to-water ratio causes rapid chemistry changes.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-hot-tub-0276","hot-tub","https://waterbalancetools.com/entities/hot-tub","Hot tub water should be tested before every soak session and changed every 3–4 months under typical use.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-commercial-pool-0278","commercial-pool","https://waterbalancetools.com/entities/commercial-pool","Commercial pools (public pools, hotel pools, club pools) are subject to state and local health department regulations that typically require stricter chemistry standards than residential pools — often a maximum 6-hour or even 4-hour turnover rate, specific free chlorine and pH ranges, mandatory ORP monitoring, and documented chemical logs.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-liquid-chlorine-0293","liquid-chlorine","https://waterbalancetools.com/entities/liquid-chlorine","Liquid chlorine is sodium hypochlorite (NaOCl) solution, typically sold at 10–12.5% available chlorine for pool use (compared to 5–8.25% for household bleach).","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-liquid-chlorine-0294","liquid-chlorine","https://waterbalancetools.com/entities/liquid-chlorine","It is the most widely used chlorine product for pool maintenance: fast-dissolving, no residue, does not raise calcium or CYA, and relatively inexpensive.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-liquid-chlorine-0297","liquid-chlorine","https://waterbalancetools.com/entities/liquid-chlorine","Always buy fresh product and check the manufacture date.","operational_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-calcium-hypochlorite-0298","calcium-hypochlorite","https://waterbalancetools.com/entities/calcium-hypochlorite","Calcium hypochlorite (cal-hypo) is a dry granular or tablet chlorine compound available at 65% and 73% available chlorine — the most concentrated of common pool shock products.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
"ec-calcium-hypochlorite-0299","calcium-hypochlorite","https://waterbalancetools.com/entities/calcium-hypochlorite","It raises free chlorine rapidly and is the preferred product for breakpoint chlorination and algae recovery.","qualitative_chemistry_claim","","","","","","REQUIRES_REVIEW","P3","Lower-priority qualitative/operational/taxonomy claim -- not individually researched unless flagged during systematic entity review.","no","not_applicable",""
