claim_index,url,claim,parameter,minimum,maximum,unit,environment,extraction_status,scientific_review_status,notes
1836,glossary/orp.html,Definition Details Values Definition ORP is the electrical potential of water measured in millivolts that indicates the overall oxidising capacity of the water. &#127919; Typical Values: Sanitation threshold: 650 mV; Optimal: 700–750 mV In Plain Language ORP is measured with a probe and reflects the…,(none),700,750,,unspecified,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
1837,glossary/orp.html,"At an ORP above 650 mV, water is generally considered effective for sanitation.",(none),650,650,,unspecified,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
1838,glossary/orp.html,ORP is not a direct chlorine measurement — the same free chlorine reading produces very different ORP values at different pH levels.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1839,glossary/orp.html,"Why It Matters ORP probes provide a real-time, continuous indication of sanitiser activity without requiring reagent-based tests.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1840,glossary/oto-test.html,Glossary 2 min read Updated 2026-06-01 OTO Test OTO (orthotolidine) is an older test reagent that measures total chlorine by producing a yellow colour in chlorinated water.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1841,glossary/oto-test.html,Definition Details Values Definition OTO (orthotolidine) is an older test reagent that measures total chlorine by producing a yellow colour in chlorinated water. &#127919; Typical Values: Measures total chlorine (combined + free); DPD is preferred In Plain Language OTO produces a yellow colour in th…,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1842,glossary/oto-test.html,Using OTO creates the risk of assuming the water is adequately sanitised when it may have adequate total chlorine but very low free chlorine and high combined chlorine.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1843,glossary/oto-test.html,Typical Values &#127919; Measures total chlorine (combined + free); DPD is preferred Related Resources Using Liquid Test Kits Last reviewed: 2026-06-01,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1844,glossary/oxidizer.html,"Definition Details Values Definition An oxidizer is a chemical that destroys organic contaminants in pool water through oxidation, without necessarily adding sanitiser residual. &#127919; Typical Values: MPS (non-chlorine shock): follow product label dosing In Plain Language Potassium monopersulfate…",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1845,glossary/oxidizer.html,"It destroys organic compounds like body oils, sweat, and chloramine precursors without raising free chlorine.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1846,glossary/oxidizer.html,Oxidizers are used in hot tubs after each soak session to destroy organic load and in pools to supplement weekly shock treatment.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1847,glossary/oxidizer.html,Why It Matters Regular oxidation prevents organic accumulation that would otherwise deplete chlorine and contribute to chloramine formation.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1848,glossary/oxidizer.html,Typical Values &#127919; MPS (non-chlorine shock): follow product label dosing Related Resources Hot Tub Shock Calculator Shock After Heavy Use Last reviewed: 2026-06-01,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1849,glossary/ozone.html,"Ideal Range: N/A (residual; used with 0.5–1 ppm FC) Related Oxidation Free Chlorine Sanitizing Full entity details → Glossary 2 min read Updated 2026-06-01 Ozone Ozone (O3) is a powerful oxidiser used in pool systems to reduce organic contamination, chlorine demand, and chloramine formation.",free_chlorine,0.5,1,ppm,pool,CORRECT_EXTRACTION,SUPPORTED,
1849,glossary/ozone.html,"Ideal Range: N/A (residual; used with 0.5–1 ppm FC) Related Oxidation Free Chlorine Sanitizing Full entity details → Glossary 2 min read Updated 2026-06-01 Ozone Ozone (O3) is a powerful oxidiser used in pool systems to reduce organic contamination, chlorine demand, and chloramine formation.",free_chlorine,3,3,,pool,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: free_chlorine does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
1850,glossary/ozone.html,"Definition Details Values Definition Ozone (O3) is a powerful oxidiser used in pool systems to reduce organic contamination, chlorine demand, and chloramine formation. &#127919; Typical Values: Reduces chlorine demand by 60–90%; Chlorine residual still required: 0.5–1.0 ppm minimum In Plain Language…",(none),3,3,,pool,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
1850,glossary/ozone.html,"Definition Details Values Definition Ozone (O3) is a powerful oxidiser used in pool systems to reduce organic contamination, chlorine demand, and chloramine formation. &#127919; Typical Values: Reduces chlorine demand by 60–90%; Chlorine residual still required: 0.5–1.0 ppm minimum In Plain Language…",chlorine_demand,60,90,%,pool,CORRECT_EXTRACTION,AMBIGUOUS,
1850,glossary/ozone.html,"Definition Details Values Definition Ozone (O3) is a powerful oxidiser used in pool systems to reduce organic contamination, chlorine demand, and chloramine formation. &#127919; Typical Values: Reduces chlorine demand by 60–90%; Chlorine residual still required: 0.5–1.0 ppm minimum In Plain Language…",chlorine_demand,0.5,1,ppm,pool,CARRIED_CONTEXT,AMBIGUOUS,
1851,glossary/ozone.html,It must be combined with a chlorine or bromine residual.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1852,glossary/ozone.html,Ozone significantly reduces the chlorine demand and chloramine formation in heavily used pools.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1853,glossary/ozone.html,"Why It Matters Ozone can greatly reduce the chemical load on pool water, improving water feel and reducing chloramine odour in high-use commercial or residential pools.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1854,glossary/ozone.html,Typical Values &#127919; Reduces chlorine demand by 60–90%; Chlorine residual still required: 0.5–1.0 ppm minimum Last reviewed: 2026-06-01,chlorine_demand,60,90,%,unspecified,CORRECT_EXTRACTION,AMBIGUOUS,
1854,glossary/ozone.html,Typical Values &#127919; Reduces chlorine demand by 60–90%; Chlorine residual still required: 0.5–1.0 ppm minimum Last reviewed: 2026-06-01,chlorine_demand,0.5,1,ppm,unspecified,CARRIED_CONTEXT,AMBIGUOUS,
1855,glossary/partial-drain.html,Glossary 2 min read Updated 2026-06-01 Partial Drain A partial drain is the process of removing a portion of pool water and replacing it with fresh water to dilute accumulated dissolved compounds.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1856,glossary/partial-drain.html,Definition Details Values Definition A partial drain is the process of removing a portion of pool water and replacing it with fresh water to dilute accumulated dissolved compounds. &#127919; Typical Values: 25% partial drain removes 25% of all dissolved compounds; timing depends on season and reason…,(none),25,25,%,pool,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
1856,glossary/partial-drain.html,Definition Details Values Definition A partial drain is the process of removing a portion of pool water and replacing it with fresh water to dilute accumulated dissolved compounds. &#127919; Typical Values: 25% partial drain removes 25% of all dissolved compounds; timing depends on season and reason…,(none),25,25,%,pool,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
1857,glossary/partial-drain.html,A 25% partial drain reduces all dissolved compounds by 25%.,(none),25,25,%,unspecified,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
1857,glossary/partial-drain.html,A 25% partial drain reduces all dissolved compounds by 25%.,(none),25,25,%,unspecified,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
1858,glossary/partial-drain.html,A 50% drain reduces them by 50%.,(none),50,50,%,unspecified,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
1858,glossary/partial-drain.html,A 50% drain reduces them by 50%.,(none),50,50,%,unspecified,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
1859,glossary/partial-drain.html,"For example, if CYA is at 100 ppm and the target is 50 ppm, a 50% drain brings it back to the target.",cyanuric_acid,100,100,ppm,unspecified,CORRECT_EXTRACTION,REQUIRES_REVIEW,
1859,glossary/partial-drain.html,"For example, if CYA is at 100 ppm and the target is 50 ppm, a 50% drain brings it back to the target.",cyanuric_acid,50,50,ppm,unspecified,CARRIED_CONTEXT,REQUIRES_REVIEW,
1859,glossary/partial-drain.html,"For example, if CYA is at 100 ppm and the target is 50 ppm, a 50% drain brings it back to the target.",cyanuric_acid,50,50,%,unspecified,CARRIED_CONTEXT,REQUIRES_REVIEW,
1860,glossary/partial-drain.html,"Why It Matters Partial drains are the only method for reducing CYA, TDS, and other accumulated compounds in pool water.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1861,glossary/partial-drain.html,Typical Values &#127919; 25% partial drain removes 25% of all dissolved compounds; timing depends on season and reason Related Resources Pool Volume Calculator Understanding Cyanuric Acid Last reviewed: 2026-06-01,(none),25,25,%,unspecified,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
1861,glossary/partial-drain.html,Typical Values &#127919; 25% partial drain removes 25% of all dissolved compounds; timing depends on season and reason Related Resources Pool Volume Calculator Understanding Cyanuric Acid Last reviewed: 2026-06-01,(none),25,25,%,unspecified,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
1862,glossary/parts-per-million.html,"Ideal Range: N/A (unit, not parameter) Related Free Chlorine Total Alkalinity Calcium Hardness Cyanuric Acid Full entity details → Glossary 2 min read Updated 2026-06-01 Parts Per Million Parts per million (ppm) is the unit used to express the concentration of dissolved substances in pool water, equ…",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1863,glossary/parts-per-million.html,"Definition Details Values Definition Parts per million (ppm) is the unit used to express the concentration of dissolved substances in pool water, equivalent to milligrams per liter (mg/L). &#127919; Typical Values: FC: 1–3 ppm; TA: 80–120 ppm; CH: 200–400 ppm; Salt: 2,700–3,400 ppm In Plain Language…",free_chlorine,1,3,ppm,pool,CORRECT_EXTRACTION,SUPPORTED,
1863,glossary/parts-per-million.html,"Definition Details Values Definition Parts per million (ppm) is the unit used to express the concentration of dissolved substances in pool water, equivalent to milligrams per liter (mg/L). &#127919; Typical Values: FC: 1–3 ppm; TA: 80–120 ppm; CH: 200–400 ppm; Salt: 2,700–3,400 ppm In Plain Language…",total_alkalinity,80,120,ppm,pool,CORRECT_EXTRACTION,SUPPORTED,
1863,glossary/parts-per-million.html,"Definition Details Values Definition Parts per million (ppm) is the unit used to express the concentration of dissolved substances in pool water, equivalent to milligrams per liter (mg/L). &#127919; Typical Values: FC: 1–3 ppm; TA: 80–120 ppm; CH: 200–400 ppm; Salt: 2,700–3,400 ppm In Plain Language…",calcium_hardness,200,400,ppm,pool,CORRECT_EXTRACTION,SUPPORTED,
1863,glossary/parts-per-million.html,"Definition Details Values Definition Parts per million (ppm) is the unit used to express the concentration of dissolved substances in pool water, equivalent to milligrams per liter (mg/L). &#127919; Typical Values: FC: 1–3 ppm; TA: 80–120 ppm; CH: 200–400 ppm; Salt: 2,700–3,400 ppm In Plain Language…",salt,2700,3400,ppm,pool,CORRECT_EXTRACTION,REQUIRES_REVIEW,
1864,glossary/parts-per-million.html,"For pool management, ppm is used to express chlorine, pH adjustment chemical effects, calcium hardness, alkalinity, CYA, and salt concentrations.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1865,glossary/parts-per-million.html,All pool test kit readings and target ranges are expressed in ppm.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1866,glossary/parts-per-million.html,Why It Matters Understanding ppm as a measurement unit is prerequisite for interpreting all pool chemistry test results and chemical dose calculations.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1867,glossary/parts-per-million.html,"Typical Values &#127919; FC: 1–3 ppm; TA: 80–120 ppm; CH: 200–400 ppm; Salt: 2,700–3,400 ppm Related Resources Chemical Calculator The Four Core Water Tests Liquid Chlorine Formula Last reviewed: 2026-06-01",free_chlorine,1,3,ppm,unspecified,CORRECT_EXTRACTION,SUPPORTED,
1867,glossary/parts-per-million.html,"Typical Values &#127919; FC: 1–3 ppm; TA: 80–120 ppm; CH: 200–400 ppm; Salt: 2,700–3,400 ppm Related Resources Chemical Calculator The Four Core Water Tests Liquid Chlorine Formula Last reviewed: 2026-06-01",total_alkalinity,80,120,ppm,unspecified,CORRECT_EXTRACTION,SUPPORTED,
1867,glossary/parts-per-million.html,"Typical Values &#127919; FC: 1–3 ppm; TA: 80–120 ppm; CH: 200–400 ppm; Salt: 2,700–3,400 ppm Related Resources Chemical Calculator The Four Core Water Tests Liquid Chlorine Formula Last reviewed: 2026-06-01",calcium_hardness,200,400,ppm,unspecified,CORRECT_EXTRACTION,SUPPORTED,
1867,glossary/parts-per-million.html,"Typical Values &#127919; FC: 1–3 ppm; TA: 80–120 ppm; CH: 200–400 ppm; Salt: 2,700–3,400 ppm Related Resources Chemical Calculator The Four Core Water Tests Liquid Chlorine Formula Last reviewed: 2026-06-01",salt,2700,3400,ppm,unspecified,CORRECT_EXTRACTION,REQUIRES_REVIEW,
1868,glossary/ph-bounce.html,"Glossary 2 min read Updated 2026-06-01 pH Bounce pH bounce is the condition where pool water pH swings rapidly and unpredictably, typically caused by insufficient total alkalinity.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1869,glossary/ph-bounce.html,"Definition Details Values Definition pH bounce is the condition where pool water pH swings rapidly and unpredictably, typically caused by insufficient total alkalinity. &#127919; Typical Values: Occurs when TA is below 60 ppm In Plain Language When total alkalinity is below 60 ppm, the buffering cap…",total_alkalinity,60,60,ppm,pool,CORRECT_EXTRACTION,SUPPORTED,
1869,glossary/ph-bounce.html,"Definition Details Values Definition pH bounce is the condition where pool water pH swings rapidly and unpredictably, typically caused by insufficient total alkalinity. &#127919; Typical Values: Occurs when TA is below 60 ppm In Plain Language When total alkalinity is below 60 ppm, the buffering cap…",total_alkalinity,60,60,ppm,pool,CORRECT_EXTRACTION,SUPPORTED,
1870,glossary/ph-bounce.html,"Small additions of acid or base, rain, or even bather activity can cause pH to swing by 0.5–1.0 units.",ph,0.5,1,ph_units,unspecified,CORRECT_EXTRACTION,REQUIRES_REVIEW,
1871,glossary/ph-bounce.html,The symptom is a pH that was corrected yesterday but is out of range again today.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1872,glossary/ph-bounce.html,"The fix is always to raise total alkalinity to 80–120 ppm first, which stabilises the buffering system.",total_alkalinity,80,120,ppm,unspecified,CORRECT_EXTRACTION,SUPPORTED,
1873,glossary/ph-bounce.html,Why It Matters pH bounce is frustrating and wasteful.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1874,glossary/ph-bounce.html,Understanding the root cause (low alkalinity) prevents weeks of fruitless pH chasing.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1875,glossary/ph-bounce.html,Typical Values &#127919; Occurs when TA is below 60 ppm Related Resources Pool Alkalinity Calculator Understanding Total Alkalinity Alkalinity Formula Last reviewed: 2026-06-01,total_alkalinity,60,60,ppm,pool,CORRECT_EXTRACTION,SUPPORTED,
1876,glossary/ph-increaser.html,Soda Ash chemical-product Sodium carbonate — used to raise pH in pool water.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1877,glossary/ph-increaser.html,"Calculators Pool pH Calculator Related pH Total Alkalinity Water Balancing Full entity details → Glossary 2 min read Updated 2026-06-01 pH Increaser pH increaser is a pool product that raises water pH, typically sodium carbonate (soda ash) or sodium bicarbonate.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1878,glossary/ph-increaser.html,"Definition Details Values Definition pH increaser is a pool product that raises water pH, typically sodium carbonate (soda ash) or sodium bicarbonate. &#127919; Typical Values: Raises pH by approximately 0.2 per pound per 10,000 gallons; dissolve before adding In Plain Language pH increaser (soda as…",ph,0.2,0.2,ph_units,pool,CORRECT_EXTRACTION,REQUIRES_REVIEW,
1878,glossary/ph-increaser.html,"Definition Details Values Definition pH increaser is a pool product that raises water pH, typically sodium carbonate (soda ash) or sodium bicarbonate. &#127919; Typical Values: Raises pH by approximately 0.2 per pound per 10,000 gallons; dissolve before adding In Plain Language pH increaser (soda as…",pool_volume,10000,10000,gallons,pool,CORRECT_EXTRACTION,AMBIGUOUS,
1879,glossary/ph-increaser.html,Sodium carbonate (Na2CO3) raises pH quickly with a modest alkalinity increase.,ph,2,2,ph_units,unspecified,CORRECT_EXTRACTION,REQUIRES_REVIEW,
1879,glossary/ph-increaser.html,Sodium carbonate (Na2CO3) raises pH quickly with a modest alkalinity increase.,ph,3,3,ph_units,unspecified,CORRECT_EXTRACTION,REQUIRES_REVIEW,
1880,glossary/ph-increaser.html,Sodium bicarbonate raises alkalinity primarily and pH secondarily — it is used when both need raising.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1881,glossary/ph-increaser.html,"Why It Matters Low pH (below 7.2) reduces chlorine comfort, corrodes surfaces, and irritates swimmers.",ph,7.2,7.2,ph_units,unspecified,CORRECT_EXTRACTION,SUPPORTED,
1882,glossary/ph-increaser.html,Prompt correction with pH increaser is important.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1883,glossary/ph-increaser.html,"Typical Values &#127919; Raises pH by approximately 0.2 per pound per 10,000 gallons; dissolve before adding Related Resources Pool Ph Calculator Understanding Ph Ph Adjustment Formula Last reviewed: 2026-06-01",ph,0.2,0.2,ph_units,unspecified,CORRECT_EXTRACTION,REQUIRES_REVIEW,
1883,glossary/ph-increaser.html,"Typical Values &#127919; Raises pH by approximately 0.2 per pound per 10,000 gallons; dissolve before adding Related Resources Pool Ph Calculator Understanding Ph Ph Adjustment Formula Last reviewed: 2026-06-01",pool_volume,10000,10000,gallons,unspecified,CORRECT_EXTRACTION,AMBIGUOUS,
1884,glossary/ph.html,pH measurement The measure of hydrogen ion concentration indicating acidity or alkalinity of pool water.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1885,glossary/ph.html,Ideal Range: 7.2–7.6 pH Calculators Pool pH Calculator Hot Tub pH Calculator Chemical Calculator Related Total Alkalinity Langelier Saturation Index Free Chlorine Calcium Hardness Muriatic Acid Soda Ash Full entity details → Glossary 2 min read Updated 2026-06-01 pH pH measures the concentration of …,ph,7.2,7.6,ph_units,both,CORRECT_EXTRACTION,SUPPORTED,
1886,glossary/ph.html,"Definition Details Values Definition pH measures the concentration of hydrogen ions in water on a logarithmic scale from 0 (most acidic) to 14 (most alkaline), with 7.0 being neutral. &#127919; Typical Values: Pools: 7.2–7.6; Hot tubs: 7.2–7.8; Never above 8.0 In Plain Language Pool water pH directl…",ph,0,0,ph_units,unspecified,CORRECT_EXTRACTION,REQUIRES_REVIEW,
1886,glossary/ph.html,"Definition Details Values Definition pH measures the concentration of hydrogen ions in water on a logarithmic scale from 0 (most acidic) to 14 (most alkaline), with 7.0 being neutral. &#127919; Typical Values: Pools: 7.2–7.6; Hot tubs: 7.2–7.8; Never above 8.0 In Plain Language Pool water pH directl…",ph,14,14,ph_units,unspecified,CORRECT_EXTRACTION,REQUIRES_REVIEW,
1886,glossary/ph.html,"Definition Details Values Definition pH measures the concentration of hydrogen ions in water on a logarithmic scale from 0 (most acidic) to 14 (most alkaline), with 7.0 being neutral. &#127919; Typical Values: Pools: 7.2–7.6; Hot tubs: 7.2–7.8; Never above 8.0 In Plain Language Pool water pH directl…",ph,7,7,ph_units,unspecified,CARRIED_CONTEXT,SUPPORTED,
1886,glossary/ph.html,"Definition Details Values Definition pH measures the concentration of hydrogen ions in water on a logarithmic scale from 0 (most acidic) to 14 (most alkaline), with 7.0 being neutral. &#127919; Typical Values: Pools: 7.2–7.6; Hot tubs: 7.2–7.8; Never above 8.0 In Plain Language Pool water pH directl…",ph,7.2,7.6,ph_units,pool,CARRIED_CONTEXT,SUPPORTED,
1886,glossary/ph.html,"Definition Details Values Definition pH measures the concentration of hydrogen ions in water on a logarithmic scale from 0 (most acidic) to 14 (most alkaline), with 7.0 being neutral. &#127919; Typical Values: Pools: 7.2–7.6; Hot tubs: 7.2–7.8; Never above 8.0 In Plain Language Pool water pH directl…",ph,7.2,7.8,ph_units,hot_tub,CARRIED_CONTEXT,SUPPORTED,
1886,glossary/ph.html,"Definition Details Values Definition pH measures the concentration of hydrogen ions in water on a logarithmic scale from 0 (most acidic) to 14 (most alkaline), with 7.0 being neutral. &#127919; Typical Values: Pools: 7.2–7.6; Hot tubs: 7.2–7.8; Never above 8.0 In Plain Language Pool water pH directl…",ph,8,8,ph_units,pool,CORRECT_EXTRACTION,REQUIRES_REVIEW,
1887,glossary/ph.html,"At pH 7.2, approximately 67% of free chlorine is active.",ph,7.2,7.2,ph_units,unspecified,CORRECT_EXTRACTION,SUPPORTED,
1887,glossary/ph.html,"At pH 7.2, approximately 67% of free chlorine is active.",free_chlorine,67,67,%,unspecified,CORRECT_EXTRACTION,REQUIRES_REVIEW,
1888,glossary/ph.html,"At pH 8.0, only 22% is active. pH also affects swimmer comfort (human tears are pH 7.4), surface corrosion (low pH), and scaling (high pH). pH naturally drifts upward in pools as CO2 off-gasses from the water surface.",ph,8,8,ph_units,unspecified,CORRECT_EXTRACTION,REQUIRES_REVIEW,
1888,glossary/ph.html,"At pH 8.0, only 22% is active. pH also affects swimmer comfort (human tears are pH 7.4), surface corrosion (low pH), and scaling (high pH). pH naturally drifts upward in pools as CO2 off-gasses from the water surface.",(none),22,22,%,unspecified,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
1888,glossary/ph.html,"At pH 8.0, only 22% is active. pH also affects swimmer comfort (human tears are pH 7.4), surface corrosion (low pH), and scaling (high pH). pH naturally drifts upward in pools as CO2 off-gasses from the water surface.",ph,7.4,7.4,ph_units,unspecified,CORRECT_EXTRACTION,SUPPORTED,
1888,glossary/ph.html,"At pH 8.0, only 22% is active. pH also affects swimmer comfort (human tears are pH 7.4), surface corrosion (low pH), and scaling (high pH). pH naturally drifts upward in pools as CO2 off-gasses from the water surface.",ph,2,2,ph_units,pool,CORRECT_EXTRACTION,REQUIRES_REVIEW,
1889,glossary/ph.html,Why It Matters Every other water chemistry parameter is affected by pH.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1890,glossary/ph.html,Typical Values &#127919; Pools: 7.2–7.6; Hot tubs: 7.2–7.8; Never above 8.0 Related Resources Pool Ph Calculator Hot Tub Ph Calculator Understanding Ph Ph Adjustment Formula Last reviewed: 2026-06-01,(none),7.2,7.6,ph_units,pool,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
1890,glossary/ph.html,Typical Values &#127919; Pools: 7.2–7.6; Hot tubs: 7.2–7.8; Never above 8.0 Related Resources Pool Ph Calculator Hot Tub Ph Calculator Understanding Ph Ph Adjustment Formula Last reviewed: 2026-06-01,(none),7.2,7.8,ph_units,hot_tub,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
1890,glossary/ph.html,Typical Values &#127919; Pools: 7.2–7.6; Hot tubs: 7.2–7.8; Never above 8.0 Related Resources Pool Ph Calculator Hot Tub Ph Calculator Understanding Ph Ph Adjustment Formula Last reviewed: 2026-06-01,ph,8,8,ph_units,both,CORRECT_EXTRACTION,REQUIRES_REVIEW,
1891,glossary/phosphates.html,Phosphate chemical A nutrient compound in pool water that can fuel algae growth.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1892,glossary/phosphates.html,Ideal Range: Below 200 ppb (ideally) Related Algae Free Chlorine Green Water Full entity details → Glossary 2 min read Updated 2026-06-01 Phosphates Phosphates are nutrients present in pool water that can promote algae growth when free chlorine is inadequate.,algae,200,200,,pool,IMPOSSIBLE_MAPPING,NOT_EXTRACTED,"Rejected: algae does not accept a unknown value -- likely extraction noise, not a real claim about this parameter."
1893,glossary/phosphates.html,"Definition Details Values Definition Phosphates are nutrients present in pool water that can promote algae growth when free chlorine is inadequate. &#127919; Typical Values: Target: below 500 ppb; treat with phosphate remover if above 1,000 ppb and algae is recurring In Plain Language Phosphates (or…",(none),500,500,,pool,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
1893,glossary/phosphates.html,"Definition Details Values Definition Phosphates are nutrients present in pool water that can promote algae growth when free chlorine is inadequate. &#127919; Typical Values: Target: below 500 ppb; treat with phosphate remover if above 1,000 ppb and algae is recurring In Plain Language Phosphates (or…",(none),1000,1000,,pool,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
1894,glossary/phosphates.html,They act as a nutrient source for algae.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1895,glossary/phosphates.html,Some pool chemistry systems (particularly in commercial applications) use phosphate removers to reduce algae potential.,(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1896,glossary/phosphates.html,"However, most pool chemistry authorities note that adequate free chlorine is far more important for algae control than phosphate removal.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1897,glossary/phosphates.html,"Why It Matters High phosphate levels can make algae harder to control, but fixing low free chlorine is always the primary intervention.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
1898,glossary/phosphates.html,"Typical Values &#127919; Target: below 500 ppb; treat with phosphate remover if above 1,000 ppb and algae is recurring Related Resources Green Water Last reviewed: 2026-06-01",(none),500,500,,unspecified,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
1898,glossary/phosphates.html,"Typical Values &#127919; Target: below 500 ppb; treat with phosphate remover if above 1,000 ppb and algae is recurring Related Resources Green Water Last reviewed: 2026-06-01",(none),1000,1000,,unspecified,NO_PARAMETER_IN_CLAUSE,NOT_EXTRACTED,
1899,glossary/pink-slime.html,"Glossary 2 min read Updated 2026-06-01 Pink Slime Pink slime is a pink or orange bacterial growth caused by Serratia marcescens or Methylobacterium species, commonly seen in hot tubs and pool fittings.",(none),,,,,NO_NUMERIC_CONTENT,NOT_EXTRACTED,No numeric chemistry value found in this claim (editorial/non-numeric text).
