claim_id,entity_id,source_text,claim_type,parameter,value,unit,environment,scenario,extraction_status,scientific_review_status,source_registry_ids,review_required
"ec-skin-irritation-0233","skin-irritation","Skin irritation after pool or hot tub use can result from pH too far outside the neutral range (below 7.0 or above 8.0), high combined chlorine (chloramines), very high free chlorine (above 5 ppm), high bromine (above 10 ppm), or individual sensitivity to pool chemicals.","numeric_chemistry_claim","free_chlorine","5","ppm","both","unspecified","CORRECT_EXTRACTION","DIRECTLY_SUPPORTED","range-fc-hottub-chlorine-routine","no"
"ec-skin-irritation-0234","skin-irritation","Skin irritation after pool or hot tub use can result from pH too far outside the neutral range (below 7.0 or above 8.0), high combined chlorine (chloramines), very high free chlorine (above 5 ppm), high bromine (above 10 ppm), or individual sensitivity to pool chemicals.","numeric_chemistry_claim","bromine","10","ppm","both","unspecified","CORRECT_EXTRACTION","CONTEXTUAL","range-bromine-hottub-routine","no"
"ec-skin-irritation-0235","skin-irritation","Persistent skin irritation despite normal chemistry may indicate individual chemical sensitivity.","safety_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-low-chlorine-0236","low-chlorine","Low free chlorine is the single most common and dangerous pool chemistry problem.","safety_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-low-chlorine-0237","low-chlorine","When FC drops below the minimum for the current CYA level, the pool loses its primary protection against pathogens and algae.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-low-chlorine-0238","low-chlorine","Causes include: heavy bather loads, hot sunny weather (UV degradation), CYA too high (reducing chlorine activity), insufficient dosing frequency, or empty chlorinator.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-low-chlorine-0239","low-chlorine","The remedy is immediate addition of chlorine to restore FC to the target range.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-low-chlorine-0240","low-chlorine","If CYA is above 80 ppm, a partial drain may be needed before chlorine can be maintained effectively.","numeric_chemistry_claim","cyanuric_acid","80","ppm","unspecified","unspecified","CORRECT_EXTRACTION","SUPPORTED_BY_CONTEXT","range-cya-saltwater-outdoor","no"
"ec-high-chlorine-0241","high-chlorine","High free chlorine (above 5 ppm) causes bleaching of swimwear, eye and skin irritation, and respiratory irritation in enclosed spaces.","numeric_chemistry_claim","free_chlorine","5","ppm","unspecified","unspecified","CORRECT_EXTRACTION","DIRECTLY_SUPPORTED","range-fc-hottub-chlorine-routine","no"
"ec-high-chlorine-0242","high-chlorine","It occurs after an accidental over-dose, feeder malfunction, or over-shocking.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-high-chlorine-0243","high-chlorine","The pool should be closed to swimmers until FC drops below 5 ppm (3 ppm for hot tubs).","numeric_chemistry_claim","free_chlorine","5","ppm","both","unspecified","CORRECT_EXTRACTION","DIRECTLY_SUPPORTED","range-fc-hottub-chlorine-routine","no"
"ec-high-chlorine-0244","high-chlorine","The pool should be closed to swimmers until FC drops below 5 ppm (3 ppm for hot tubs).","numeric_chemistry_claim","free_chlorine","3","ppm","both","unspecified","CORRECT_EXTRACTION","DIRECTLY_SUPPORTED","range-fc-pool-chlorine-no-cya;range-fc-pool-chlorine-with-cya;range-fc-hottub-chlorine-routine","no"
"ec-high-chlorine-0245","high-chlorine","Natural dissipation by sunlight and time is the safest remedy.","safety_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-high-chlorine-0246","high-chlorine","Sodium thiosulfate can neutralize chlorine in emergencies but should be used sparingly — reducing FC too quickly can cause a rebound.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-high-chlorine-0247","high-chlorine","Running the pump without cover during daylight hours accelerates UV degradation of excess chlorine.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-low-ph-0248","low-ph","Low pH (below 7.2) makes pool water corrosive and irritating.","numeric_chemistry_claim","ph","7.2","ph_units","pool","unspecified","CORRECT_EXTRACTION","DIRECTLY_SUPPORTED","range-ph-pool-chlorine-routine;range-ph-hottub-chlorine-routine;range-ph-hottub-bromine-routine;range-ph-pool-narrow-operational","no"
"ec-low-ph-0249","low-ph","Effects include: etching of plaster and grout surfaces, staining from dissolved metals, corrosion of metal equipment and fittings, eye and skin irritation, and degradation of seals and gaskets.","safety_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-low-ph-0250","low-ph","Low pH is commonly caused by adding too much acid, CO₂ from bather respiration, heavy rain (which is naturally acidic), and naturally acidic fill water.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-low-ph-0251","low-ph","Treatment involves adding soda ash (sodium carbonate) to raise pH, after first verifying alkalinity is in range.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-high-ph-0252","high-ph","High pH (above 7.8) significantly reduces free chlorine effectiveness — at pH 8.0, only 22% of FC is in the active HOCl form (compared to 67% at pH 7.2).","numeric_chemistry_claim","ph","7.8","ph_units","unspecified","unspecified","CORRECT_EXTRACTION","DIRECTLY_SUPPORTED","range-ph-pool-chlorine-routine;range-ph-hottub-chlorine-routine;range-ph-hottub-bromine-routine","no"
"ec-high-ph-0253","high-ph","High pH (above 7.8) significantly reduces free chlorine effectiveness — at pH 8.0, only 22% of FC is in the active HOCl form (compared to 67% at pH 7.2).","numeric_chemistry_claim","ph","8","ph_units","unspecified","unspecified","CORRECT_EXTRACTION","NON_CLAIM","range-ph-pool-chlorine-routine;range-ph-hottub-chlorine-routine;range-ph-hottub-bromine-routine;range-ph-pool-narrow-operational","no"
"ec-high-ph-0254","high-ph","High pH (above 7.8) significantly reduces free chlorine effectiveness — at pH 8.0, only 22% of FC is in the active HOCl form (compared to 67% at pH 7.2).","numeric_chemistry_claim","free_chlorine","22","%","unspecified","unspecified","CORRECT_EXTRACTION","NON_CLAIM","range-fc-pool-chlorine-no-cya;range-fc-pool-chlorine-with-cya;range-fc-hottub-chlorine-routine","no"
"ec-high-ph-0255","high-ph","High pH (above 7.8) significantly reduces free chlorine effectiveness — at pH 8.0, only 22% of FC is in the active HOCl form (compared to 67% at pH 7.2).","numeric_chemistry_claim","ph","67","%","unspecified","unspecified","IMPOSSIBLE_MAPPING","AMBIGUOUS","","yes"
"ec-high-ph-0256","high-ph","High pH (above 7.8) significantly reduces free chlorine effectiveness — at pH 8.0, only 22% of FC is in the active HOCl form (compared to 67% at pH 7.2).","numeric_chemistry_claim","ph","7.2","ph_units","unspecified","unspecified","CORRECT_EXTRACTION","DIRECTLY_SUPPORTED","range-ph-pool-chlorine-routine;range-ph-hottub-chlorine-routine;range-ph-hottub-bromine-routine;range-ph-pool-narrow-operational","no"
"ec-high-ph-0257","high-ph","High pH also promotes scaling (high positive LSI), causes eye irritation through a different mechanism than low pH, and can cause white cloudiness from calcium carbonate precipitation.","safety_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-high-ph-0258","high-ph","High pH commonly results from adding too much soda ash, sodium bicarbonate increasing pH as a side effect, CO₂ off-gassing from aeration (waterfalls, jets), and some source water.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-high-ph-0259","high-ph","Treatment involves adding muriatic acid (hydrochloric acid) or dry acid (sodium bisulfate).","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-swimming-pool-0260","swimming-pool","Standard pool chemistry applies to all pool types, with adjustments for surface material, volume, and usage pattern.","material_property_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-swimming-pool-0261","swimming-pool","Most residential pools hold 10,000–30,000 gallons and require weekly chemical maintenance.","numeric_chemistry_claim","pool_volume","10000-30000","gallons","pool","unspecified","CORRECT_EXTRACTION","NO_EXISTING_SOURCE","","yes"
"ec-saltwater-pool-0262","saltwater-pool","A saltwater pool is a chlorine pool that generates its own chlorine using a salt chlorinator (SWCG).","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-saltwater-pool-0263","saltwater-pool","The pool still contains and uses chlorine — the salt content (typically 3,000–3,200 ppm) is far lower than ocean water (35,000 ppm) and is often described as similar to natural tears.","numeric_chemistry_claim","salt","3000-3200","ppm","pool","unspecified","CORRECT_EXTRACTION","SUPPORTED_BY_CONTEXT","range-salt-generic-operating;range-salt-pentair","no"
"ec-saltwater-pool-0264","saltwater-pool","The pool still contains and uses chlorine — the salt content (typically 3,000–3,200 ppm) is far lower than ocean water (35,000 ppm) and is often described as similar to natural tears.","numeric_chemistry_claim","salt","35000","ppm","pool","unspecified","CORRECT_EXTRACTION","NON_CLAIM","range-salt-generic-operating;range-salt-pentair;range-salt-autopilot","no"
"ec-saltwater-pool-0265","saltwater-pool","Salt pools still require the same chemistry balancing (pH, alkalinity, calcium, CYA) as traditionally chlorinated pools.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-saltwater-pool-0266","saltwater-pool","Key differences include higher CYA requirements (60–80 ppm), consistent monitoring of the salt cell, and the risk of calcium scaling on the cell at low LSI.","numeric_chemistry_claim","cyanuric_acid","60-80","ppm","unspecified","unspecified","CORRECT_EXTRACTION","SUPPORTED_BY_CONTEXT","range-cya-saltwater-outdoor","no"
"ec-indoor-pool-0267","indoor-pool","Indoor pools present unique challenges: without UV light, chlorine is not degraded and CYA is not needed (and is actually counterproductive in indoor settings).","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-indoor-pool-0268","indoor-pool","Ventilation is critical — pool rooms must exchange air continuously to remove chloramine vapors and prevent moisture damage to the structure.","safety_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-indoor-pool-0269","indoor-pool","pH tends to rise in indoor pools due to CO₂ off-gassing into enclosed air.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-indoor-pool-0270","indoor-pool","Cyanuric acid should not be used in indoor pools.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-outdoor-pool-0271","outdoor-pool","Outdoor pools are exposed to UV light that rapidly degrades free chlorine.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-outdoor-pool-0272","outdoor-pool","Cyanuric acid (CYA) is essential for stabilizing chlorine in outdoor pools — without it, sunlight can destroy the chlorine within 30–60 minutes.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-outdoor-pool-0273","outdoor-pool","Summer requires more frequent chlorine dosing due to both UV degradation and higher bather loads.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-hot-tub-0274","hot-tub","A hot tub (spa) is a small, heated body of water — typically 75–500 gallons — used for soaking, relaxation, and hydrotherapy.","numeric_chemistry_claim","pool_volume","75-500","gallons","hot_tub","unspecified","CORRECT_EXTRACTION","NO_EXISTING_SOURCE","","yes"
"ec-hot-tub-0275","hot-tub","The chemistry challenges are significant: high water temperature accelerates chemical reactions and chlorine demand; small volume means even one bather produces a significant bather load relative to total water; the high bather-to-water ratio causes rapid chemistry changes.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-hot-tub-0276","hot-tub","Hot tub water should be tested before every soak session and changed every 3–4 months under typical use.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-swim-spa-0277","swim-spa","Typically 12–20 feet long and holding 1,000–2,000 gallons, swim spas have a jet system that creates a current for swimming in place.","numeric_chemistry_claim","pool_volume","1000-2000","gallons","unspecified","unspecified","CORRECT_EXTRACTION","NO_EXISTING_SOURCE","","yes"
"ec-commercial-pool-0278","commercial-pool","Commercial pools (public pools, hotel pools, club pools) are subject to state and local health department regulations that typically require stricter chemistry standards than residential pools — often a maximum 6-hour or even 4-hour turnover rate, specific free chlorine and pH ranges, mandatory ORP monitoring, and documented chemical logs.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-vinyl-pool-0279","vinyl-pool","Vinyl liner pools have a flexible PVC liner as the pool surface.","material_property_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-vinyl-pool-0280","vinyl-pool","They require lower calcium hardness (150–250 ppm) than plaster pools because the liner itself does not dissolve calcium.","numeric_chemistry_claim","calcium_hardness","150-250","ppm","pool","unspecified","CORRECT_EXTRACTION","DIRECTLY_SUPPORTED","range-ch-public-pool-standard;range-ch-residential-practical","no"
"ec-vinyl-pool-0281","vinyl-pool","Low calcium is less of a concern for vinyl pools from a surface damage perspective, but very aggressive water can still attack metal parts and fittings.","safety_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-vinyl-pool-0282","vinyl-pool","Vinyl liners can be bleached by direct contact with undissolved granular chemicals — always pre-dissolve shock and calcium chloride before adding.","material_property_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-vinyl-pool-0283","vinyl-pool","Liners typically last 8–15 years before replacement.","material_property_claim","","","","","","NO_NUMERIC_CONTENT","NOT_APPLICABLE","","no"
"ec-fiberglass-pool-0284","fiberglass-pool","Fiberglass pools have a smooth, non-porous fiberglass surface that is inherently resistant to algae (fewer attachment points) and requires less maintenance than plaster pools.","material_property_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-fiberglass-pool-0285","fiberglass-pool","Calcium hardness targets are lower (150–250 ppm) than plaster pools.","numeric_chemistry_claim","calcium_hardness","150-250","ppm","pool","unspecified","CORRECT_EXTRACTION","DIRECTLY_SUPPORTED","range-ch-public-pool-standard;range-ch-residential-practical","no"
"ec-fiberglass-pool-0286","fiberglass-pool","Very low calcium in aggressive water can leach the gelcoat surface over time.","material_property_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-fiberglass-pool-0287","fiberglass-pool","The smooth surface also means less chemical demand overall.","material_property_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-fiberglass-pool-0288","fiberglass-pool","Fiberglass pools cannot be refinished in the same way as plaster, so maintaining proper water chemistry to protect the surface is especially important.","material_property_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-concrete-pool-0289","concrete-pool","Concrete pools (gunite or shotcrete) have a plaster, aggregate (pebble), or tile surface applied over a concrete shell.","material_property_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-concrete-pool-0290","concrete-pool","These surfaces are porous and contain calcium — aggressive water (low LSI) actively dissolves calcium from the surface, causing etching, pitting, and roughness.","material_property_claim","","","","","","NO_NUMERIC_CONTENT","SUPPORTED","","no"
"ec-concrete-pool-0291","concrete-pool","Calcium hardness must be maintained at 200–400 ppm for plaster pools to prevent surface damage.","numeric_chemistry_claim","calcium_hardness","200-400","ppm","pool","unspecified","CORRECT_EXTRACTION","DIRECTLY_SUPPORTED","range-ch-public-pool-standard;range-ch-residential-practical","no"
"ec-concrete-pool-0292","concrete-pool","Concrete pools are durable and highly customizable but require more careful chemistry management than vinyl or fiberglass pools.","material_property_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-liquid-chlorine-0293","liquid-chlorine","Liquid chlorine is sodium hypochlorite (NaOCl) solution, typically sold at 10–12.5% available chlorine for pool use (compared to 5–8.25% for household bleach).","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-liquid-chlorine-0294","liquid-chlorine","It is the most widely used chlorine product for pool maintenance: fast-dissolving, no residue, does not raise calcium or CYA, and relatively inexpensive.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-liquid-chlorine-0295","liquid-chlorine","Degradation: liquid chlorine loses approximately 20–30% potency within 60 days at room temperature and significantly faster in heat.","numeric_chemistry_claim","water_temperature","20-30","%","unspecified","unspecified","IMPOSSIBLE_MAPPING","AMBIGUOUS","","yes"
"ec-liquid-chlorine-0296","liquid-chlorine","Degradation: liquid chlorine loses approximately 20–30% potency within 60 days at room temperature and significantly faster in heat.","numeric_chemistry_claim","water_temperature","60","days","unspecified","unspecified","IMPOSSIBLE_MAPPING","AMBIGUOUS","","yes"
"ec-liquid-chlorine-0297","liquid-chlorine","Always buy fresh product and check the manufacture date.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-calcium-hypochlorite-0298","calcium-hypochlorite","Calcium hypochlorite (cal-hypo) is a dry granular or tablet chlorine compound available at 65% and 73% available chlorine — the most concentrated of common pool shock products.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-calcium-hypochlorite-0299","calcium-hypochlorite","It raises free chlorine rapidly and is the preferred product for breakpoint chlorination and algae recovery.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-calcium-hypochlorite-0300","calcium-hypochlorite","Unlike trichlor and dichlor, it does not add CYA.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-calcium-hypochlorite-0301","calcium-hypochlorite","However, it does add calcium — relevant in pools with already high calcium hardness.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-calcium-hypochlorite-0302","calcium-hypochlorite","Must be pre-dissolved in water before adding to the pool; direct application can bleach liners and damage surfaces.","safety_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-sodium-dichlor-0303","sodium-dichlor","Sodium dichloro-s-triazinetrione (dichlor) is a stabilized granular chlorine compound containing approximately 56–62% available chlorine and 57% CYA by weight.","numeric_chemistry_claim","cyanuric_acid","57","%","unspecified","unspecified","CORRECT_EXTRACTION","SUPPORTED","range-cya-public-pool-incident-response-max;range-cya-residential-routine-outdoor;range-cya-saltwater-outdoor;range-cya-hottub","no"
"ec-sodium-dichlor-0304","sodium-dichlor","It dissolves quickly and is convenient for pool shocking, but each pound added raises CYA by approximately 6–7 ppm per 10,000 gallons.","numeric_chemistry_claim","pool_volume","6-7","ppm","pool","unspecified","IMPOSSIBLE_MAPPING","AMBIGUOUS","","yes"
"ec-sodium-dichlor-0305","sodium-dichlor","It dissolves quickly and is convenient for pool shocking, but each pound added raises CYA by approximately 6–7 ppm per 10,000 gallons.","numeric_chemistry_claim","pool_volume","10000","gallons","pool","unspecified","CORRECT_EXTRACTION","NO_EXISTING_SOURCE","","yes"
"ec-sodium-dichlor-0306","sodium-dichlor","Regular use as a shock product will accumulate CYA rapidly.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-sodium-dichlor-0307","sodium-dichlor","Best used sparingly when CYA needs to be raised simultaneously with chlorine at season opening or after a significant drain.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-sodium-dichlor-0308","sodium-dichlor","Not recommended for routine shocking because of CYA accumulation.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-trichlor-tablets-0309","trichlor-tablets","Trichloro-s-triazinetrione (trichlor) tablets contain approximately 90% available chlorine and 58% CYA by weight.","numeric_chemistry_claim","cyanuric_acid","58","%","unspecified","unspecified","CORRECT_EXTRACTION","SUPPORTED","range-cya-public-pool-incident-response-max;range-cya-residential-routine-outdoor;range-cya-saltwater-outdoor;range-cya-hottub","no"
"ec-trichlor-tablets-0310","trichlor-tablets","They dissolve slowly and are used in automatic chlorinators, floaters, and skimmer baskets for consistent baseline chlorination.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-trichlor-tablets-0311","trichlor-tablets","Very acidic (pH ~2.9) — repeated use will lower pool pH and alkalinity over time.","numeric_chemistry_claim","ph","2.9","ph_units","pool","unspecified","CORRECT_EXTRACTION","SUPPORTED","range-ph-pool-chlorine-routine;range-ph-hottub-chlorine-routine;range-ph-hottub-bromine-routine;range-ph-pool-narrow-operational","no"
"ec-trichlor-tablets-0312","trichlor-tablets","CYA accumulation from trichlor is the most common cause of high CYA in residential pools.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-trichlor-tablets-0313","trichlor-tablets","Should not be mixed with calcium hypochlorite — fire and explosion risk.","safety_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-muriatic-acid-0314","muriatic-acid","Muriatic acid (hydrochloric acid, HCl) at 31.45% concentration is the standard product for lowering pH and total alkalinity in pools.","numeric_chemistry_claim","ph","31.45","%","unspecified","unspecified","IMPOSSIBLE_MAPPING","AMBIGUOUS","","yes"
"ec-muriatic-acid-0315","muriatic-acid","It reacts quickly and is highly effective but requires careful handling — it is strongly corrosive and produces acidic vapors.","safety_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-muriatic-acid-0316","muriatic-acid","Always add acid to water (not water to acid), pre-dilute in a bucket of pool water, and add near return jets with pump running.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-muriatic-acid-0317","muriatic-acid","Dry acid (sodium bisulfate) is a safer-handling alternative that produces the same chemistry result.","safety_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-muriatic-acid-0318","muriatic-acid","Store in original container away from chlorine products.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-soda-ash-0319","soda-ash","Soda ash (sodium carbonate, Na₂CO₃) is the standard product for raising pH in pool water.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-soda-ash-0320","soda-ash","Unlike sodium bicarbonate, soda ash primarily raises pH with a modest effect on alkalinity.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-soda-ash-0321","soda-ash","Pre-dissolve in a bucket of water before adding to prevent white cloudiness in the pool.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-soda-ash-0322","soda-ash","Typical dose: 6 oz raises pH by 0.2 in a 10,000-gallon pool.","numeric_chemistry_claim","ph","6","oz","pool","unspecified","IMPOSSIBLE_MAPPING","AMBIGUOUS","","yes"
"ec-soda-ash-0323","soda-ash","Typical dose: 6 oz raises pH by 0.2 in a 10,000-gallon pool.","numeric_chemistry_claim","ph","0.2","ph_units","pool","unspecified","CORRECT_EXTRACTION","SUPPORTED","range-ph-pool-chlorine-routine;range-ph-hottub-chlorine-routine;range-ph-hottub-bromine-routine;range-ph-pool-narrow-operational","no"
"ec-soda-ash-0324","soda-ash","Typical dose: 6 oz raises pH by 0.2 in a 10,000-gallon pool.","numeric_chemistry_claim","ph","10000","","pool","unspecified","IMPOSSIBLE_MAPPING","AMBIGUOUS","","yes"
"ec-soda-ash-0325","soda-ash","Too much soda ash can cause temporary cloudiness from calcium carbonate precipitation.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-baking-soda-0326","baking-soda","Sodium bicarbonate (NaHCO₃), commonly called baking soda, is the standard product for raising total alkalinity in pool water.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-baking-soda-0327","baking-soda","It raises TA with a modest, predictable pH increase (typically 0.1–0.2 pH units for a standard dose).","numeric_chemistry_claim","ph","0.1-0.2","ph_units","unspecified","unspecified","CORRECT_EXTRACTION","SUPPORTED","range-ph-pool-chlorine-routine;range-ph-hottub-chlorine-routine;range-ph-hottub-bromine-routine;range-ph-pool-narrow-operational","no"
"ec-baking-soda-0328","baking-soda","1.5 lbs per 10,000 gallons raises TA by approximately 10 ppm.","numeric_chemistry_claim","pool_volume","1.5","lbs","unspecified","unspecified","IMPOSSIBLE_MAPPING","AMBIGUOUS","","yes"
"ec-baking-soda-0329","baking-soda","1.5 lbs per 10,000 gallons raises TA by approximately 10 ppm.","numeric_chemistry_claim","pool_volume","10000","gallons","unspecified","unspecified","CORRECT_EXTRACTION","NO_EXISTING_SOURCE","","yes"
"ec-baking-soda-0330","baking-soda","1.5 lbs per 10,000 gallons raises TA by approximately 10 ppm.","numeric_chemistry_claim","total_alkalinity","10","ppm","unspecified","unspecified","CORRECT_EXTRACTION","SUPPORTED","range-ta-public-pool-standard;range-ta-residential-practical;range-ta-hottub","no"
"ec-calcium-chloride-0331","calcium-chloride","Calcium chloride (CaCl₂) is the chemical used to raise calcium hardness in pool water.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-calcium-chloride-0332","calcium-chloride","It dissolves exothermically (generates heat) — always pre-dissolve in a large bucket of water before adding to the pool, or add very slowly near a return jet.","operational_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-calcium-chloride-0333","calcium-chloride","12 oz raises calcium hardness by approximately 10 ppm in a 10,000-gallon pool.","numeric_chemistry_claim","calcium_hardness","12","oz","pool","unspecified","IMPOSSIBLE_MAPPING","AMBIGUOUS","","yes"
"ec-calcium-chloride-0334","calcium-chloride","12 oz raises calcium hardness by approximately 10 ppm in a 10,000-gallon pool.","numeric_chemistry_claim","calcium_hardness","10","ppm","pool","unspecified","CORRECT_EXTRACTION","REQUIRES_REVIEW","range-ch-public-pool-standard;range-ch-residential-practical","yes"
"ec-calcium-chloride-0335","calcium-chloride","12 oz raises calcium hardness by approximately 10 ppm in a 10,000-gallon pool.","numeric_chemistry_claim","calcium_hardness","10000","","pool","unspecified","IMPOSSIBLE_MAPPING","AMBIGUOUS","","yes"
"ec-calcium-chloride-0336","calcium-chloride","Calcium hardness can only be lowered by partial drain and refill — there is no chemical that removes calcium from pool water.","qualitative_chemistry_claim","","","","","","NO_NUMERIC_CONTENT","REQUIRES_REVIEW","","yes"
"ec-stabilizer-0337","stabilizer","Pool stabilizer (cyanuric acid granules) is added to outdoor pools at the start of the season to raise CYA to the target range (30–50 ppm for standard pools, 60–80 ppm for salt pools).","numeric_chemistry_claim","cyanuric_acid","30-50","ppm","pool","unspecified","CORRECT_EXTRACTION","SUPPORTED_BY_CONTEXT","range-cya-residential-routine-outdoor","no"
"ec-stabilizer-0338","stabilizer","Pool stabilizer (cyanuric acid granules) is added to outdoor pools at the start of the season to raise CYA to the target range (30–50 ppm for standard pools, 60–80 ppm for salt pools).","numeric_chemistry_claim","salt","60-80","ppm","pool","unspecified","CORRECT_EXTRACTION","REQUIRES_REVIEW","range-salt-generic-operating;range-salt-pentair;range-salt-autopilot","yes"
